model,protocol,fold,well_id,n_points,sse,rmse,max_abs_error,bias,prefix_len,suffix_len,gr_missing_frac,anchor_tvt,has_typewell,predict_seconds,target_min,target_max,target_range,scored_exact_suffix,trajectory_curvature_deg_per_1000ft,alignment_confidence_mean,alignment_confidence_p10,typewell_gr_correlation,alignment_ok,alignment_failure_reason,alignment_cache_hit,fallback_points,fallback_fraction,dip_fit_r2,particle_confidence_mean,particle_confidence_p10,particle_branch_spread_mean,particle_branch_spread_p90,particle_path_smoothness,particle_fallback_status,particle_fallback_fraction,particle_failure_reason,particle_cache_hit,beam_confidence_mean,beam_confidence_p10,beam_branch_spread_mean,beam_branch_spread_p90,beam_path_smoothness,beam_fallback_status,beam_fallback_fraction,beam_failure_reason,beam_cache_hit
ridge_affine_cal,same_well_masked,0,tr00000,2913,9850.234053553066,1.8388784897558823,3.5983050271973696,1.180840917542682,1249,2913,0.06148409893992933,54.95115876206781,True,0.023813084999346756,54.95286530790393,60.15668237673304,5.20381706882911,True,667.4722502222261,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_multibranch,same_well_masked,0,tr00000,2913,15460.21416047529,2.3037614699800866,4.268016064279088,1.8348862820508236,1249,2913,0.06148409893992933,54.95115876206781,True,0.023586594000335026,54.95286530790393,60.15668237673304,5.20381706882911,True,667.4722502222261,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_multibranch,same_well_masked,0,tr00000,2913,8843.946654579982,1.7424198693853807,3.4146706441817827,1.0196708450003569,1249,2913,0.06148409893992933,54.95115876206781,True,0.029991800999596308,54.95286530790393,60.15668237673304,5.20381706882911,True,667.4722502222261,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_gated_gbdt,same_well_masked,0,tr00000,2913,1663.101122555242,0.755595018498099,1.6405437596775414,-0.5909931790191105,1249,2913,0.06148409893992933,54.95115876206781,True,0.17502029000024777,54.95286530790393,60.15668237673304,5.20381706882911,True,667.4722502222261,0.9214135956996914,1.0,,True,,,0,0.0,,,,,,,,,,,,,,,,,,,
ridge_default,same_well_masked,0,tr000c1,1926,4095.9338260734567,1.4583048641766707,1.7431373144017854,-1.4522143400323735,664,1926,0.14570416297608504,34.529133684968656,True,0.015061131000038586,32.10851727457407,34.6352236136906,2.5267063391165294,True,680.5934507062915,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_cal,same_well_masked,0,tr000c1,1926,6852.961392466522,1.886301026905608,2.275744185699029,-1.8752062380275611,664,1926,0.14570416297608504,34.529133684968656,True,0.022997730999122723,32.10851727457407,34.6352236136906,2.5267063391165294,True,680.5934507062915,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_multibranch,same_well_masked,0,tr000c1,1926,5000.936480757036,1.6113783630314185,1.910296371544785,-1.6051444309598883,664,1926,0.14570416297608504,34.529133684968656,True,0.02425675599988608,32.10851727457407,34.6352236136906,2.5267063391165294,True,680.5934507062915,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_multibranch,same_well_masked,0,tr000c1,1926,8196.44554392843,2.0629306931196134,2.580263728665681,-2.048896362890059,664,1926,0.14570416297608504,34.529133684968656,True,0.03111714100032259,32.10851727457407,34.6352236136906,2.5267063391165294,True,680.5934507062915,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_gated_gbdt,same_well_masked,0,tr000c1,1926,7.70023123300109,0.06323008157098209,0.18566495909243486,0.023285157326390117,664,1926,0.14570416297608504,34.529133684968656,True,0.13046568000027037,32.10851727457407,34.6352236136906,2.5267063391165294,True,680.5934507062915,0.8661196756170016,1.0,,True,,,0,0.0,,,,,,,,,,,,,,,,,,,
ridge_default,same_well_masked,0,tr000d6,2057,68567.0616706207,5.773519322084207,7.854502760654782,-5.592493292023378,1782,2057,0.0,17.05682242688337,True,0.015024276999611175,15.77579271385146,37.18682474630656,21.411032032455104,True,688.6833937145938,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_cal,same_well_masked,0,tr000d6,2057,59516.31863973571,5.378991825400254,8.213025518564919,-5.187485338910903,1782,2057,0.0,17.05682242688337,True,0.023178915999778837,15.77579271385146,37.18682474630656,21.411032032455104,True,688.6833937145938,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_multibranch,same_well_masked,0,tr000d6,2057,53639.289476323174,5.106512065216705,6.848338654600209,-4.922958027440817,1782,2057,0.0,17.05682242688337,True,0.02345877300012944,15.77579271385146,37.18682474630656,21.411032032455104,True,688.6833937145938,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_multibranch,same_well_masked,0,tr000d6,2057,58416.54684589489,5.329062266542571,8.300092057834718,-5.134904876280343,1782,2057,0.0,17.05682242688337,True,0.030991895000624936,15.77579271385146,37.18682474630656,21.411032032455104,True,688.6833937145938,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_gated_gbdt,same_well_masked,0,tr000d6,2057,798497.772020732,19.70242615795922,21.6463780718371,-18.3682571569333,1782,2057,0.0,17.05682242688337,True,0.1627092469998388,15.77579271385146,37.18682474630656,21.411032032455104,True,688.6833937145938,0.5450298034355935,1.0,,True,,,0,0.0,,,,,,,,,,,,,,,,,,,
ridge_default,same_well_masked,0,tr000e6,1605,1940.7373238483374,1.099628179540175,2.281909058525777,-0.8120134181452506,2018,1605,0.12834736036725325,-15.524617002562174,True,0.01461698000002798,-27.0957007714814,-15.516812710480266,11.578888061001134,True,676.909550013473,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_cal,same_well_masked,0,tr000e6,1605,3225.585321727492,1.417642578659056,2.2581378646972894,-1.197469957851447,2018,1605,0.12834736036725325,-15.524617002562174,True,0.024808655999549956,-27.0957007714814,-15.516812710480266,11.578888061001134,True,676.909550013473,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_multibranch,same_well_masked,0,tr000e6,1605,1958.4345715346838,1.1046304611881974,2.1322906648888775,-0.8393406962361917,2018,1605,0.12834736036725325,-15.524617002562174,True,0.02484703900063323,-27.0957007714814,-15.516812710480266,11.578888061001134,True,676.909550013473,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_multibranch,same_well_masked,0,tr000e6,1605,2368.4271045822516,1.2147656221978282,2.5013731183696244,-0.9472010867269959,2018,1605,0.12834736036725325,-15.524617002562174,True,0.030030916000214347,-27.0957007714814,-15.516812710480266,11.578888061001134,True,676.909550013473,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_gated_gbdt,same_well_masked,0,tr000e6,1605,10239.42923100232,2.5258081253299416,8.719786910090509,0.6285777194338871,2018,1605,0.12834736036725325,-15.524617002562174,True,0.1470578199996453,-27.0957007714814,-15.516812710480266,11.578888061001134,True,676.909550013473,0.8594148442555695,1.0,,True,,,0,0.0,,,,,,,,,,,,,,,,,,,
ridge_default,same_well_masked,0,tr00036,4230,1097.412111887877,0.5093481004617005,0.8732528206022927,0.17196470872206857,448,4230,0.0,21.32807573247936,True,0.015757457000290742,9.559327950876662,21.3238477027191,11.764519751842437,True,647.2083439473979,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_cal,same_well_masked,0,tr00036,4230,697.2867144028162,0.4060088606105571,0.979760694287453,-0.0732424970940032,448,4230,0.0,21.32807573247936,True,0.02176240799963125,9.559327950876662,21.3238477027191,11.764519751842437,True,647.2083439473979,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_multibranch,same_well_masked,0,tr00036,4230,1575.6693377925524,0.6103266841755152,0.9747164805724182,0.4183759205803702,448,4230,0.0,21.32807573247936,True,0.02335313000003225,9.559327950876662,21.3238477027191,11.764519751842437,True,647.2083439473979,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_multibranch,same_well_masked,0,tr00036,4230,596.6279702066643,0.3755619808597464,0.8779168479082564,0.029331331450697152,448,4230,0.0,21.32807573247936,True,0.02718782000010833,9.559327950876662,21.3238477027191,11.764519751842437,True,647.2083439473979,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_gated_gbdt,same_well_masked,0,tr00036,4230,111.06617972713778,0.16203943988220132,0.3628754306323536,-0.11274404030057662,448,4230,0.0,21.32807573247936,True,0.1864311989993439,9.559327950876662,21.3238477027191,11.764519751842437,True,647.2083439473979,0.0,0.0,,False,affine_calibration_unusable,,0,0.0,,,,,,,,,,,,,,,,,,,
ridge_default,same_well_masked,0,tr00074,2043,23700.542634963615,3.4060024924308605,5.567910530897009,2.887161274710048,200,2043,0.20623206232062322,14.231031721316516,True,0.01443867199941451,6.091002069417741,14.288196360928014,8.197194291510272,True,711.7937905367853,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_cal,same_well_masked,0,tr00074,2043,30011.455383445646,3.8327398751143487,6.793920113962395,3.216548103117023,200,2043,0.20623206232062322,14.231031721316516,True,0.021055995000097028,6.091002069417741,14.288196360928014,8.197194291510272,True,711.7937905367853,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_multibranch,same_well_masked,0,tr00074,2043,24428.79978847025,3.457935448581163,5.5272417270302,2.996396139908907,200,2043,0.20623206232062322,14.231031721316516,True,0.02072693700029049,6.091002069417741,14.288196360928014,8.197194291510272,True,711.7937905367853,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_multibranch,same_well_masked,0,tr00074,2043,28391.481311174328,3.7278621352524572,6.593526101420251,3.1493083920008194,200,2043,0.20623206232062322,14.231031721316516,True,0.026328887000090617,6.091002069417741,14.288196360928014,8.197194291510272,True,711.7937905367853,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_gated_gbdt,same_well_masked,0,tr00074,2043,23700.542634963615,3.4060024924308605,5.567910530897009,2.887161274710048,200,2043,0.20623206232062322,14.231031721316516,True,0.08438020699941262,6.091002069417741,14.288196360928014,8.197194291510272,True,711.7937905367853,0.0,0.0,,False,affine_calibration_unusable,,2043,1.0,,,,,,,,,,,,,,,,,,,
ridge_default,same_well_masked,0,tr000e1,2058,7328.190687461393,1.8870164911397898,3.317434312611383,1.5751695742076617,272,2058,0.1390154968094804,2.8262674831531216,True,0.014654923000307463,0.4665344122313879,2.816550348176066,2.350015935944678,True,667.8332856712759,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_cal,same_well_masked,0,tr000e1,2058,12243.510084470005,2.4391038203185444,4.102487191580968,2.179154931576482,272,2058,0.1390154968094804,2.8262674831531216,True,0.022395207000045048,0.4665344122313879,2.816550348176066,2.350015935944678,True,667.8332856712759,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_multibranch,same_well_masked,0,tr000e1,2058,6593.624793576985,1.7899439423084993,3.2047385295527397,1.4472046223188744,272,2058,0.1390154968094804,2.8262674831531216,True,0.02254187099970295,0.4665344122313879,2.816550348176066,2.350015935944678,True,667.8332856712759,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_multibranch,same_well_masked,0,tr000e1,2058,10894.023986690137,2.300760847946016,3.9884856292954236,2.0175796617861534,272,2058,0.1390154968094804,2.8262674831531216,True,0.029807528999299393,0.4665344122313879,2.816550348176066,2.350015935944678,True,667.8332856712759,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_gated_gbdt,same_well_masked,0,tr000e1,2058,178.45214926870398,0.29446806752744004,0.5544991647994411,-0.2674983264689702,272,2058,0.1390154968094804,2.8262674831531216,True,0.12096031999953993,0.4665344122313879,2.816550348176066,2.350015935944678,True,667.8332856712759,0.8700867056456271,1.0,,True,,,0,0.0,,,,,,,,,,,,,,,,,,,
ridge_default,same_well_masked,0,tr0009a,1936,921.7847255115526,0.6900206329677805,1.3357698866067906,-0.5714810861215177,2689,1936,0.0,0.9471048700883083,True,0.01448400400022365,0.8051516394738378,1.6277546189044023,0.8226029794305645,True,664.4368399915243,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_cal,same_well_masked,0,tr0009a,1936,891.2190069623645,0.6784838952828919,1.3952307172546696,-0.5256378943988415,2689,1936,0.0,0.9471048700883083,True,0.022172320000208856,0.8051516394738378,1.6277546189044023,0.8226029794305645,True,664.4368399915243,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_multibranch,same_well_masked,0,tr0009a,1936,706.4713915468463,0.6040802172367856,1.2406080835836888,-0.4558427089162278,2689,1936,0.0,0.9471048700883083,True,0.0231788429991866,0.8051516394738378,1.6277546189044023,0.8226029794305645,True,664.4368399915243,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_multibranch,same_well_masked,0,tr0009a,1936,502.2319549304001,0.5093302780045074,1.1674937620688448,-0.25930436527611733,2689,1936,0.0,0.9471048700883083,True,0.029919008000433678,0.8051516394738378,1.6277546189044023,0.8226029794305645,True,664.4368399915243,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_gated_gbdt,same_well_masked,0,tr0009a,1936,5.1466137358352455,0.05155943040367362,0.12235551572819969,0.025980075363354206,2689,1936,0.0,0.9471048700883083,True,0.16928341400034697,0.8051516394738378,1.6277546189044023,0.8226029794305645,True,664.4368399915243,0.9704871823239042,1.0,,True,,,0,0.0,,,,,,,,,,,,,,,,,,,
ridge_default,same_well_masked,0,tr00081,2946,12819.765082812395,2.0860449494594078,3.488246321797737,-1.926320032332969,200,2946,0.05757530790918534,16.9289334016243,True,0.015036908000183757,15.453594841499008,16.963688667718422,1.5100938262194141,True,670.5075345236875,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_cal,same_well_masked,0,tr00081,2946,7872.011171810309,1.634656401776972,3.042294455625875,-1.4394016705483115,200,2946,0.05757530790918534,16.9289334016243,True,0.022117704000265803,15.453594841499008,16.963688667718422,1.5100938262194141,True,670.5075345236875,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_multibranch,same_well_masked,0,tr00081,2946,16291.849523588497,2.351629089937951,3.797370812008502,-2.2072979639451384,200,2946,0.05757530790918534,16.9289334016243,True,0.02270855999995547,15.453594841499008,16.963688667718422,1.5100938262194141,True,670.5075345236875,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_multibranch,same_well_masked,0,tr00081,2946,7269.328534236071,1.5708357523002552,3.01562564781576,-1.3494068569024187,200,2946,0.05757530790918534,16.9289334016243,True,0.029528715999731503,15.453594841499008,16.963688667718422,1.5100938262194141,True,670.5075345236875,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_gated_gbdt,same_well_masked,0,tr00081,2946,12819.765082812395,2.0860449494594078,3.488246321797737,-1.926320032332969,200,2946,0.05757530790918534,16.9289334016243,True,0.11013366200040764,15.453594841499008,16.963688667718422,1.5100938262194141,True,670.5075345236875,0.9214468818908267,1.0,,True,,,2946,1.0,,,,,,,,,,,,,,,,,,,
ridge_default,same_well_masked,0,tr000d0,1235,867.0800543646404,0.8379075801339088,1.6098027148418197,0.4002883828470409,1495,1235,0.11046658259773014,28.40089158982835,True,0.014086928000324406,26.036506995650917,28.387820205234704,2.351313209583786,True,660.4731905082577,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_cal,same_well_masked,0,tr000d0,1235,944.3260699226558,0.8744349569090308,1.6984242581332794,0.44381239000729955,1495,1235,0.11046658259773014,28.40089158982835,True,0.02181962100075907,26.036506995650917,28.387820205234704,2.351313209583786,True,660.4731905082577,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_multibranch,same_well_masked,0,tr000d0,1235,1255.3510818042298,1.0082056381256574,1.8936099031148075,0.6892086317369828,1495,1235,0.11046658259773014,28.40089158982835,True,0.02305923099993379,26.036506995650917,28.387820205234704,2.351313209583786,True,660.4731905082577,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_multibranch,same_well_masked,0,tr000d0,1235,1057.6341389118118,0.925410135100765,1.7874153953001333,0.5400235910156158,1495,1235,0.11046658259773014,28.40089158982835,True,0.028828728000007686,26.036506995650917,28.387820205234704,2.351313209583786,True,660.4731905082577,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_gated_gbdt,same_well_masked,0,tr000d0,1235,14.304465597614318,0.10762231755976392,0.18793658736002072,-0.09870460040078541,1495,1235,0.11046658259773014,28.40089158982835,True,0.12934087199937494,26.036506995650917,28.387820205234704,2.351313209583786,True,660.4731905082577,0.7782747738155671,1.0,,True,,,0,0.0,,,,,,,,,,,,,,,,,,,
ridge_default,same_well_masked,0,tr0008d,3861,120756.78582805584,5.592498440366816,10.112508465958847,-4.410510887619047,803,3861,0.03401759530791789,42.25041135629083,True,0.015532184000221605,42.24593039333973,60.458478079495634,18.212547686155908,True,681.2673575620072,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_cal,same_well_masked,0,tr0008d,3861,115928.45678421587,5.479552931819551,9.890136444516017,-4.341481119922762,803,3861,0.03401759530791789,42.25041135629083,True,0.023085535000063828,42.24593039333973,60.458478079495634,18.212547686155908,True,681.2673575620072,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_multibranch,same_well_masked,0,tr0008d,3861,118782.80871946135,5.5466006006488975,10.082239793575631,-4.354292382689937,803,3861,0.03401759530791789,42.25041135629083,True,0.023711594999440422,42.24593039333973,60.458478079495634,18.212547686155908,True,681.2673575620072,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_multibranch,same_well_masked,0,tr0008d,3861,112890.60113547948,5.407281658355159,9.893554739101546,-4.204379434839393,803,3861,0.03401759530791789,42.25041135629083,True,0.030127061999337457,42.24593039333973,60.458478079495634,18.212547686155908,True,681.2673575620072,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_gated_gbdt,same_well_masked,0,tr0008d,3861,11299.515498399618,1.7107242444832953,4.610426568593802,-0.8517610647545171,803,3861,0.03401759530791789,42.25041135629083,True,0.18364208899947698,42.24593039333973,60.458478079495634,18.212547686155908,True,681.2673575620072,0.920234442259001,1.0,,True,,,0,0.0,,,,,,,,,,,,,,,,,,,
ridge_default,same_well_masked,0,tr00046,2362,2845.6156865851253,1.0976103067639478,1.724794319106803,0.8780769777798474,648,2362,0.02475800446760983,3.378773950241253,True,0.014322494999760238,-3.003316109950358,3.405794970305056,6.409111080255414,True,649.1355049682953,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_cal,same_well_masked,0,tr00046,2362,1475.1250779615652,0.7902681454595094,1.341450551295193,0.4456159519267867,648,2362,0.02475800446760983,3.378773950241253,True,0.02254266300042218,-3.003316109950358,3.405794970305056,6.409111080255414,True,649.1355049682953,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_multibranch,same_well_masked,0,tr00046,2362,2248.594509966075,0.9756984753516775,1.556773864628063,0.7117095372825384,648,2362,0.02475800446760983,3.378773950241253,True,0.02378036699974473,-3.003316109950358,3.405794970305056,6.409111080255414,True,649.1355049682953,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_multibranch,same_well_masked,0,tr00046,2362,1251.9125037948852,0.7280262553871077,1.522216697207951,0.24564439013235212,648,2362,0.02475800446760983,3.378773950241253,True,0.029789778999656846,-3.003316109950358,3.405794970305056,6.409111080255414,True,649.1355049682953,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_gated_gbdt,same_well_masked,0,tr00046,2362,197.26200719029475,0.28898930948227886,0.5831746526940056,-0.2412799886042066,648,2362,0.02475800446760983,3.378773950241253,True,0.1398740100003124,-3.003316109950358,3.405794970305056,6.409111080255414,True,649.1355049682953,0.9496787538990356,1.0,,True,,,0,0.0,,,,,,,,,,,,,,,,,,,
ridge_default,same_well_masked,0,tr0005d,1735,309.86983679090423,0.42261013897264793,1.8240122812744382,-0.11259994118541086,200,1735,0.17435762978500263,11.580057198184514,True,0.014189563999934762,10.262432136570302,16.118426322660525,5.855994186090223,True,687.5096396902354,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_cal,same_well_masked,0,tr0005d,1735,2218.876694841594,1.1308808366788647,3.1510404854788483,-1.0422926938883494,200,1735,0.17435762978500263,11.580057198184514,True,0.02159639099954802,10.262432136570302,16.118426322660525,5.855994186090223,True,687.5096396902354,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_multibranch,same_well_masked,0,tr0005d,1735,1237.1862833440007,0.8444380780338069,2.4026145930809477,-0.7462685079308641,200,1735,0.17435762978500263,11.580057198184514,True,0.025812208000388637,10.262432136570302,16.118426322660525,5.855994186090223,True,687.5096396902354,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_multibranch,same_well_masked,0,tr0005d,1735,3100.1988553387027,1.3367341283434844,3.3882664768225013,-1.2613079382918515,200,1735,0.17435762978500263,11.580057198184514,True,0.028688616999716032,10.262432136570302,16.118426322660525,5.855994186090223,True,687.5096396902354,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_gated_gbdt,same_well_masked,0,tr0005d,1735,309.86983679090423,0.42261013897264793,1.8240122812744382,-0.11259994118541086,200,1735,0.17435762978500263,11.580057198184514,True,0.07816667600036453,10.262432136570302,16.118426322660525,5.855994186090223,True,687.5096396902354,0.9761839253400462,1.0,,True,,,1735,1.0,,,,,,,,,,,,,,,,,,,
ridge_default,same_well_masked,0,tr00023,2929,5154.016180853895,1.3265181696348611,2.094459880272524,1.2333228070031543,2255,2929,0.047331443362504624,24.67828119894791,True,0.015081243999702565,24.69907992466622,27.580277945847584,2.8811980211813655,True,652.6371761785564,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_cal,same_well_masked,0,tr00023,2929,12308.803116828829,2.0499734042882407,3.158567036558189,1.9729809529864355,2255,2929,0.047331443362504624,24.67828119894791,True,0.022305429999505577,24.69907992466622,27.580277945847584,2.8811980211813655,True,652.6371761785564,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_multibranch,same_well_masked,0,tr00023,2929,1742.9164432920402,0.7713981584834045,1.4642551285243108,0.5927695548190225,2255,2929,0.047331443362504624,24.67828119894791,True,0.023449026000889717,24.69907992466622,27.580277945847584,2.8811980211813655,True,652.6371761785564,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_multibranch,same_well_masked,0,tr00023,2929,2675.7881987007518,0.955798140252314,1.985536430808704,0.781612698979214,2255,2929,0.047331443362504624,24.67828119894791,True,0.030069571000240103,24.69907992466622,27.580277945847584,2.8811980211813655,True,652.6371761785564,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_gated_gbdt,same_well_masked,0,tr00023,2929,50.47780825761012,0.13127757901095102,0.2788118775913375,0.11614600327767213,2255,2929,0.047331443362504624,24.67828119894791,True,0.19609990900062257,24.69907992466622,27.580277945847584,2.8811980211813655,True,652.6371761785564,0.6283085829472939,1.0,,True,,,0,0.0,,,,,,,,,,,,,,,,,,,
ridge_default,same_well_masked,0,tr0008c,1264,559.7948159320636,0.6654890273444583,0.8970797980109495,-0.6618383345952211,1972,1264,0.0,50.80904588104336,True,0.014183088000208954,49.42790286180632,50.83531133082272,1.4074084690164028,True,633.8191225449148,,,,,,,0,,,,,,,,,,,,,,,,,,,,
ridge_affine_cal,same_well_masked,0,tr0008c,1264,905.2589570274113,0.846277663491255,1.0951369474460009,-0.8428691752565237,1972,1264,0.0,50.80904588104336,True,0.022360728999956336,49.42790286180632,50.83531133082272,1.4074084690164028,True,633.8191225449148,,,,,,,0,,,,,,,,,,,,,,,,,,,,
