protocol,well_id,fold,n_points,prefix_len,suffix_len,gr_missing_frac,rmse_default,rmse_candidate,sse_default,sse_candidate,delta_rmse,delta_sse,improved,degraded,unchanged,particle_confidence_mean,particle_confidence_p10,particle_branch_spread_mean,particle_branch_spread_p90,particle_path_smoothness,particle_fallback_status,particle_fallback_fraction,particle_failure_reason,particle_cache_hit,beam_confidence_mean,beam_confidence_p10,beam_branch_spread_mean,beam_branch_spread_p90,beam_path_smoothness,beam_fallback_status,beam_fallback_fraction,beam_failure_reason,beam_cache_hit,candidate_arm
same_well_masked,tr000b6,3,2009,2419,2009,0.060742581948112474,1.7847526395885684,1.4228309380306752,6399.352046897389,4067.1157873384577,-0.36192170155789327,-2332.2362595589316,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00072,4,3239,200,3239,0.0656386462882096,0.8669603991448118,0.5055708108398429,2434.4982608067885,827.8943752205768,-0.3613895883049689,-1606.6038855862116,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000ec,1,1618,1798,1618,0.5411203814064363,3.390366907638116,3.0348975568750927,18598.243009283564,14902.755946415324,-0.35546935076302333,-3695.48706286824,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000b5,2,2068,200,2068,0.5421538461538462,1.7815268845014511,1.4422532267444423,6563.497067136592,4301.635157273236,-0.3392736577570088,-2261.8619098633562,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00022,2,2467,4032,2467,0.06803479812625474,1.1674780529715423,0.839599668336825,3362.5333452879413,1739.0563967769133,-0.3278783846347173,-1623.476948511028,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000ad,3,3617,846,3617,0.5429455445544554,1.1146805096894106,0.7897148864628428,4494.168214110783,2255.7406100759918,-0.32496562322656775,-2238.4276040347913,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00010,3,2774,3402,2774,0.711731843575419,5.686927905646951,5.378610745828783,89714.34733716818,80250.30416197184,-0.3083171598181682,-9464.043175196333,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00046,0,2362,648,2362,0.02475800446760983,1.0976103067639478,0.7902681454595094,2845.6156865851253,1475.1250779615652,-0.30734216130443837,-1370.49060862356,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr0007e,3,2744,1270,2744,0.7169280852323172,2.1931838469591662,1.8887080292149767,13198.791980727794,9788.446245840356,-0.3044758177441895,-3410.345734887438,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000b4,3,4119,294,4119,0.0,2.4225839270391756,2.1204352200854566,24174.052167336496,18520.03530750232,-0.302148706953719,-5654.016859834177,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr0001d,4,2994,749,2994,0.03458512691108802,3.416856566141939,3.120508391112497,34954.67692800031,29154.292421296494,-0.29634817502944166,-5800.38450670382,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000c5,4,3186,1949,3186,0.07162600648960461,4.035484050378919,3.740037274516188,51884.429025468395,44565.38190385873,-0.29544677586273105,-7319.047121609663,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00007,3,1758,2950,1758,0.0,2.3938240893597484,2.106420572682882,10074.032249064694,7800.259411820115,-0.2874035166768665,-2273.772837244579,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00076,4,2232,200,2232,0.2059100319969885,0.7104605522153299,0.4243504966901102,1126.6113660391768,401.92370389983165,-0.2861100555252197,-724.6876621393451,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00096,3,2783,1350,2783,0.07200694042799306,1.4966818738487873,1.2172844708281019,6234.077605485421,4123.797866964279,-0.2793974030206854,-2110.2797385211425,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00090,4,1971,200,1971,0.08338804990151018,0.5130213152320444,0.23871451879516098,518.7492045382434,112.31668894418598,-0.27430679643688344,-406.43251559405735,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00052,3,3230,2132,3230,0.049348230912476726,2.013044157829938,1.7388475198800801,13089.080103835578,9766.197952579732,-0.2741966379498577,-3322.882151255846,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr0006b,0,1879,2159,1879,0.09869866486395133,1.800915669163773,1.5271985104603591,6094.1555279390095,4382.458010572047,-0.27371715870341395,-1711.6975173669625,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr0009c,2,1815,551,1815,0.0,3.7049537839922917,3.434628882668484,24913.928812856626,21410.966144413913,-0.2703249013238076,-3502.962668442713,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00079,4,1768,1058,1768,0.15063125816282108,1.7067259976509104,1.4440083825226637,5150.031299709652,3686.5632491508322,-0.26271761512824665,-1463.4680505588194,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000dd,1,2872,802,2872,0.15582034830430797,4.653011606545529,4.401858580747922,62180.28485457935,55648.902947204595,-0.2511530257976071,-6531.381907374758,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00043,0,2849,220,2849,0.14109496451503886,1.5890457100750004,1.3392408227930535,7193.913799548414,5109.869481109497,-0.24980488728194694,-2084.044318438917,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000d7,2,1044,1700,1044,0.10137275607180571,2.2864082979550022,2.037572253035983,5457.68007277562,4334.375516541188,-0.248836044919019,-1123.3045562344323,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr0009e,1,2153,1323,2153,0.12169124178362054,1.1462387622128074,0.8992191335863543,2828.7476848981673,1740.9051430973798,-0.2470196286264531,-1087.8425418007876,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000a2,4,4132,200,4132,0.018637157833430402,2.5984068538744696,2.3640744753443186,27898.09951257784,23093.120452394694,-0.234332378530151,-4804.979060183145,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr0000d,2,2780,581,2780,0.08923628073603648,0.4344979974974267,0.20489168801772872,524.8320573253811,116.70607861613689,-0.22960630947969796,-408.12597870924424,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00014,0,1857,200,1857,0.1547250654606046,0.46111638168149455,0.24660114391646473,394.8507855139977,112.92811460394793,-0.21451523776502981,-281.92267091004976,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00068,4,2525,1684,2525,0.06712206712206713,1.316743405385203,1.1026426019092699,4377.878318954188,3069.9472865517428,-0.21410080347593308,-1307.9310324024455,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr0007d,4,3208,2215,3208,0.05410728768393002,0.9675334195630224,0.7630095252988104,3003.0759048519803,1867.644782515065,-0.20452389426421203,-1135.4311223369155,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr0000a,1,2192,216,2192,0.0,2.790089623958026,2.5937647834799,17063.843440502384,14746.933728429005,-0.19632484047812637,-2316.9097120733786,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000e5,0,1450,1559,1450,0.0,1.5214282770794452,1.3267603171658378,3356.378803330547,2552.4247618486916,-0.1946679599136074,-803.9540414818553,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00015,4,1499,2428,1499,0.0,1.4681733661642924,1.2781725034198743,3231.14401663817,2448.953697799444,-0.19000086274441808,-782.190318838726,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000e8,3,2929,1435,2929,0.0,1.7572065489488156,1.5760458601146248,9044.092552253347,7275.403300277247,-0.1811606888341908,-1768.6892519761004,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00050,0,3264,2260,3264,0.06634046426945835,4.334534231186879,4.15827021273391,61324.64237234381,56438.51323312743,-0.17626401845296868,-4886.129139216384,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000a6,3,1643,3198,1643,0.0,0.5834019127689253,0.41244812830515487,559.20785196427,279.49641238520513,-0.1709537844637704,-279.7114395790649,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000df,4,1788,1558,1788,0.625633034670822,2.1987848486339283,2.0286816761878868,8644.362801320842,7358.602225821283,-0.17010317244604156,-1285.7605754995584,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000c3,4,3649,933,3649,0.07520349896731868,0.8261045067286986,0.6619188399903294,2490.255145880715,1598.7602736288889,-0.1641856667383692,-891.4948722518263,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000b9,1,3355,1283,3355,0.0,3.2694593734187416,3.11317529968529,35862.81821433167,32516.19179824434,-0.15628407373345166,-3346.6264160873325,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00031,3,2623,720,2623,0.0,1.0362073999310488,0.8992950145955547,2816.3827095873003,2121.302785554047,-0.1369123853354941,-695.0799240332531,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00082,1,2352,1259,2352,0.0392419922857622,4.085305169768675,3.948985527176305,39254.217512486124,36678.232703930305,-0.13631964259236984,-2575.9848085558187,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr0002f,4,2063,2069,2063,0.02986279257465698,3.1252330136036197,2.9904930995229,20149.488906162955,18449.51004222069,-0.13473991408071972,-1699.978863942266,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr0001a,0,2686,3405,2686,0.09114731685086021,0.6594884603986036,0.530519567014362,1168.2086289655008,755.9774155059949,-0.12896889338424167,-412.23121345950585,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000a1,3,2904,200,2904,0.0,4.357150374505115,4.229590925308444,55131.74125708937,51950.93200439128,-0.12755944919667073,-3180.809252698091,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00037,4,1859,446,1859,0.143611911623439,2.58557385562312,2.4626511114397442,12427.77223079728,11274.185273319585,-0.12292274418337579,-1153.5869574776953,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr0002b,1,1637,1427,1637,0.18613061050840246,0.7932717768119071,0.6733246465978989,1030.131543157906,742.1602724953956,-0.11994713021400816,-287.9712706625104,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000db,4,1571,1697,1571,0.02748501756561273,1.5438250436620438,1.424794524787289,3744.314747503273,3189.1919568840876,-0.11903051887475469,-555.1227906191853,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00086,4,2543,2060,2543,0.0,1.4429687637152955,1.324484162450866,5294.929963326616,4461.078848211007,-0.11848460126442939,-833.851115115609,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000b2,3,1372,1021,1372,0.023373173970783534,0.4986458083208854,0.3807400654254441,341.14456503801716,198.88923246047523,-0.11790574289544131,-142.25533257754194,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00004,1,1809,200,1809,0.11125552378476736,1.762145570166133,1.649005266406532,5617.2290319151325,4919.066028863388,-0.11314030375960105,-698.1630030517445,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr0008d,0,3861,803,3861,0.03401759530791789,5.592498440366816,5.479552931819551,120756.78582805584,115928.45678421587,-0.1129455085472646,-4828.329043839971,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000cf,3,2598,200,2598,0.5848144952545298,3.997743354190175,3.8869277714300687,41521.111103674506,39251.1230858166,-0.11081558276010606,-2269.988017857904,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00016,0,3606,395,3606,0.0,1.0700175535469256,0.9616699009251133,4128.644859024163,3334.861248033214,-0.10834765262181234,-793.7836109909495,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00089,1,1892,200,1892,0.21824644549763034,0.8599482483389499,0.7519482325596235,1399.1547927417637,1069.7862652985327,-0.10800001577932639,-329.36852744323096,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00036,0,4230,448,4230,0.0,0.5093481004617005,0.4060088606105571,1097.412111887877,697.2867144028162,-0.10333923985114346,-400.12539748506083,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr0006d,3,2662,200,2662,0.0,2.6346998828950405,2.531398910752259,18478.654924932045,17058.04394554226,-0.10330097214278133,-1420.610979389785,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00092,3,1842,930,1842,0.09037711313394019,0.2741050375084452,0.17457855014526763,138.39603886418632,56.1398684546573,-0.0995264873631776,-82.25617040952903,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00026,3,2443,3670,2443,0.0,0.2973768281919104,0.19791955912427564,216.04176512081006,95.69756705248408,-0.09945726906763477,-120.34419806832598,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00053,3,3026,502,3026,0.03387244430881904,0.9829632269171708,0.8837413360064788,2923.7717507565085,2363.302214372677,-0.099221890910692,-560.4695363838314,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000bb,0,1823,1209,1823,0.0,0.980774655788596,0.8989017741667336,1753.5782010720866,1473.0284804709845,-0.08187288162186246,-280.5497206011021,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00097,1,1430,1918,1430,0.2402678945165341,2.00496227440365,1.9324917774647166,5748.419422148055,5340.369992055298,-0.07247049693893337,-408.04943009275667,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00018,2,1170,1998,1170,0.10396496081143385,0.9327710598839265,0.8618713983729852,1017.9723646836709,869.1020995800837,-0.07089966151094129,-148.87026510358714,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00044,2,1698,3057,1698,0.03455757012242368,1.0514224170824955,0.9842186120846649,1877.120490345828,1644.8292972828212,-0.06720380499783063,-232.29119306300686,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000b7,2,1205,2285,1205,0.7488817891373802,0.3215908972587422,0.2547416126250475,124.62194976561787,78.19641348938576,-0.06684928463369466,-46.42553627623211,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00066,2,3353,2141,3353,0.0,1.282783812138406,1.217948187832293,5517.476537018596,4973.83278398202,-0.064835624306113,-543.6437530365756,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00083,1,1248,1477,1248,0.2912157060156053,8.253251411777718,8.19242898080064,85008.96626478161,83760.63397161686,-0.06082243097707796,-1248.3322931647563,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00059,3,2065,2408,2065,0.0,1.1706247789775883,1.1145124537061122,2829.7983005678166,2565.014989547329,-0.05611232527147614,-264.7833110204874,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000a7,1,2873,200,2873,0.07402402402402403,3.6449835660618373,3.591252072276453,38170.40563058127,37053.34372616776,-0.05373149378538411,-1117.0619044135092,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00028,2,2993,200,2993,0.0,2.9268931095270845,2.874555189777535,25640.142900869196,24731.36114445734,-0.05233791974954949,-908.7817564118559,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr0009f,3,1947,2309,1947,0.729163308076737,0.6320439672598411,0.5801198391761117,777.7867355419916,655.2414871377323,-0.05192412808372948,-122.54524840425927,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr0001f,2,3631,660,3631,0.0,1.1013798216438382,1.0507363054431387,4404.539204344417,4008.7938711655343,-0.05064351620069951,-395.7453331788829,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000e9,1,3452,1989,3452,0.0,1.130362126333183,1.0865112544055433,4410.684388510534,4075.1091489390788,-0.04385087192763959,-335.57523957145486,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00058,3,1856,3317,1856,0.0684307867406459,2.538073387892943,2.4944657303741886,11956.01146544515,11548.698823700852,-0.043607657518754284,-407.31264174429816,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000b8,1,3555,200,3555,0.065643197458973,1.5380042263221436,1.4951966384720121,8409.199635656878,7947.604171266407,-0.0428075878501315,-461.5954643904706,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000eb,1,2505,200,2505,0.0,1.678815943055748,1.6371417502068875,7060.149541498693,6713.983941227528,-0.04167419284886065,-346.1656002711652,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000bd,4,2754,519,2754,0.0,5.078484467867407,5.042287055234376,71028.42636648034,70019.51019029596,-0.036197412633030446,-1008.9161761843861,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00048,1,2125,2522,2125,0.0,0.5184775601589202,0.48535534887635523,571.2403333252366,500.5858562011381,-0.033122211282564984,-70.65447712409855,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000cb,2,1837,2697,1837,0.13467273583424894,0.7563646682206405,0.7312517747545181,1050.9247583178385,982.2974633959589,-0.025112893466122443,-68.62729492187964,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr0003d,0,1683,2441,1683,0.0990184260375409,0.4869695779673716,0.46647340982656255,399.1055594840068,366.2164950125956,-0.020496168140809068,-32.88906447141119,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00045,1,1709,1943,1709,0.7377354971087484,0.7213961229510973,0.7034267933347574,889.384733850967,845.6290143703043,-0.017969329616339902,-43.75571948066272,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00005,1,2969,200,2969,0.0,0.7062508040512723,0.6904263323020327,1480.9080985242908,1415.2882168776935,-0.01582447174923962,-65.61988164659738,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr0005a,4,1378,1221,1378,0.1528790545637415,0.645140916994954,0.6309503343922043,573.5329742323422,548.5794911191562,-0.014190582602749746,-24.953483113186053,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr0009a,0,1936,2689,1936,0.0,0.6900206329677805,0.6784838952828919,921.7847255115526,891.2190069623645,-0.01153673768488861,-30.56571854918809,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr0007b,1,2693,200,2693,0.11796108145341828,1.3028516586856225,1.2936300611277927,4571.15864314589,4506.678233499066,-0.009221597557829808,-64.48040964682423,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000ae,4,2607,940,2607,0.0,1.003192856212436,0.9990108739160718,2623.6741289120187,2601.845247210057,-0.0041819822963641284,-21.828881701961564,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000d1,2,1697,2851,1697,0.10136108887109688,0.7200944500800767,0.7166241783836831,879.9556209103091,871.4947115358189,-0.0034702716963935787,-8.460909374490257,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00063,0,2383,200,2383,0.137567084078712,2.9953191957547203,2.9920535628806526,21380.12607226033,21333.53231865884,-0.00326563287406767,-46.59375360148988,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr0007f,3,3670,851,3670,0.1078012452691979,5.616231108216522,5.613227242532261,115759.33032949927,115635.53468004425,-0.003003865684260809,-123.79564945501625,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr0005e,2,987,1570,987,0.04966139954853273,0.3922343034875774,0.3904165957202724,151.84772809756393,150.44359167702711,-0.001817707767304999,-1.4041364205368154,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr00012,3,1767,2198,1767,0.0,0.9891717108247481,0.9888277226289579,1728.9400100673597,1727.7377283249227,-0.00034398819579017914,-1.2022817424369805,True,False,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000e4,3,2164,2981,2164,0.5714872075523327,0.3129796509050983,0.3210262112723728,211.9773507097855,223.01714049290695,0.008046560367274469,11.03978978312145,False,True,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
same_well_masked,tr000d3,2,3173,2644,3173,0.7351501668520578,3.06926387994214,3.078808026578794,29890.86816644856,30077.05377714102,0.009544146636653927,186.1856106924606,False,True,False,,,,,,,,,,,,,,,,,,,ridge_affine_cal
