protocol,fold,well_id,outcome,candidate,reason,confidence,disagreement,predicted_improvement,pseudo_delta,n_eligible,gate_killed
same_well_masked,0,tr00063,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.0037664517803569055,0.2738350961134129,0.5201159040804163,,0,False
same_well_masked,0,tr0009b,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.015659015841713562,0.04833280822720998,0.23887238481608528,,0,False
same_well_masked,0,tr00069,applied_beam,beam,all_rules_passed,1.0930258737011371e-05,0.1663579189893276,0.7652025686224934,0.6613188756758513,3,False
same_well_masked,0,tr00040,applied_beam,beam,all_rules_passed,1.3338647171701776e-05,0.2519719575842955,0.9639453668867514,0.9369985536277412,3,False
same_well_masked,0,tr0001e,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.005683772316107263,0.1797357117030934,-0.05606582450272081,,0,False
same_well_masked,0,tr0002c,applied_pf_beam_mean,pf_beam_mean,all_rules_passed,0.013168743074381144,0.09958134706697443,0.46707211221935707,0.10059557692779804,3,False
same_well_masked,0,tr000cc,applied_beam,beam,all_rules_passed,8.823222095625536e-06,0.24603547431403675,0.9668017177439427,0.21093190774905496,3,False
same_well_masked,0,tr000ab,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.010555131606274363,0.5740304396258,0.17130428823940713,,0,False
same_well_masked,0,tr00017,applied_beam,beam,all_rules_passed,1.4413652260720855e-05,0.4234999909255943,0.512858662706551,0.23721707196688402,3,False
same_well_masked,0,tr00014,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.005407379769604675,0.24588985388853615,0.7794352886404983,,0,False
same_well_masked,0,tr00039,applied_beam,beam,all_rules_passed,4.4598660195197217e-07,0.23827357791290757,0.4669664990353459,0.094542552337541,1,False
same_well_masked,0,tr00016,applied_beam,beam,all_rules_passed,1.0836440986991436e-05,0.07974070689368697,0.40763150714993773,1.0721484789615074,3,False
same_well_masked,0,tr000ac,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.03923921710572955,0.4648847273190276,0.05231259319265033,,0,False
same_well_masked,0,tr00091,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.002623821946369569,0.08162151681465564,0.01352121661942095,,0,False
same_well_masked,0,tr0008f,fallback,,pf:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;beam:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;pf_beam_mean:candidate_unavailable:no_pf_or_beam_track,0.0,,0.7285837905642364,,0,False
same_well_masked,0,tr0006b,fallback,,pf:pseudo_holdout_not_improved;beam:pseudo_holdout_not_improved;pf_beam_mean:pseudo_holdout_not_improved,0.04795648526882879,0.2378222011663218,1.2361293758654983,,0,False
same_well_masked,0,tr00043,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.10661522688788348,0.21942266089114612,0.1989182061845955,,0,False
same_well_masked,0,tr000be,fallback,,pf:pseudo_holdout_not_improved;beam:pseudo_holdout_not_improved;pf_beam_mean:pseudo_holdout_not_improved,0.1448906913247415,0.5170828159011517,0.7273196667717196,,0,False
same_well_masked,0,tr0003e,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.002730078474171145,0.04476161755293444,-0.2906256101381295,,0,False
same_well_masked,0,tr0001a,applied_beam,beam,all_rules_passed,1.3192269918308094e-05,0.0674318773198873,0.6231215457565934,0.7264295958535516,3,False
same_well_masked,0,tr000bb,applied_beam,beam,all_rules_passed,1.9851084882635965e-05,0.028535968149234592,0.7595726081870051,0.7261586368688164,3,False
same_well_masked,0,tr0003d,applied_beam,beam,all_rules_passed,1.603034798747707e-05,0.0976235547695149,1.9398517353662574,1.4708918943753755,3,False
same_well_masked,0,tr0003a,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.005300887982215433,0.24390988136206015,0.6944249547228382,,0,False
same_well_masked,0,tr000e5,fallback,,pf:pseudo_holdout_not_improved;beam:pseudo_holdout_not_improved;pf_beam_mean:pseudo_holdout_not_improved,0.004571326571225861,0.04365763240740498,0.2950548848760897,,0,False
same_well_masked,0,tr000b0,applied_beam,beam,all_rules_passed,1.6494102306079615e-05,0.09206778008802155,0.6897652420919392,0.9694901433096644,3,False
same_well_masked,0,tr000ef,applied_beam,beam,all_rules_passed,1.0776765478607721e-05,0.1512036468558053,0.6715565617575167,0.1331996068611572,2,False
same_well_masked,0,tr0004e,fallback,,pf:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;beam:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;pf_beam_mean:candidate_unavailable:no_pf_or_beam_track,0.0,,1.7415763932128991,,0,False
same_well_masked,0,tr000a9,applied_beam,beam,all_rules_passed,1.912807521313488e-05,0.06342203393735779,0.9783273789263948,1.0869687584649141,3,False
same_well_masked,1,tr000c9,fallback,,pf:branch_disagreement_unacceptable;beam:branch_disagreement_unacceptable;pf_beam_mean:branch_disagreement_unacceptable,0.010644884312337458,0.6557154173902606,0.9468966792658973,,0,False
same_well_masked,1,tr000a4,applied_beam,beam,all_rules_passed,2.4734973022915415e-05,0.06919081430107904,0.4449472774013384,0.062765791199059,1,False
same_well_masked,1,tr00048,fallback,,pf:pseudo_holdout_not_improved;beam:worst_tail_risk_increased;pf_beam_mean:pseudo_holdout_not_improved,0.004339930097683235,0.3043903533914475,0.6747937691868413,,0,False
same_well_masked,1,tr0008e,applied_beam,beam,all_rules_passed,1.0133978299936464e-05,0.35371369314491685,1.0688450403029082,0.31236641001099524,2,False
same_well_masked,1,tr00067,applied_beam,beam,all_rules_passed,1.7498521669778956e-05,0.02664448702131915,0.6533583618051192,1.2580599898331244,3,False
same_well_masked,1,tr000da,applied_beam,beam,all_rules_passed,9.52652522697888e-06,0.335626294728422,0.4226818557240826,0.16673165248420566,2,False
same_well_masked,1,tr00024,applied_beam,beam,all_rules_passed,9.596758141856187e-06,0.037766617823973794,0.7284865802215388,2.9025660598036156,3,False
same_well_masked,1,tr00005,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.0054364596346956895,0.04796403599066367,0.36618475355749935,,0,False
same_well_masked,1,tr00083,fallback,,pf:pseudo_holdout_not_improved;beam:pseudo_holdout_not_improved;pf_beam_mean:pseudo_holdout_not_improved,0.0010564096704874335,0.05822706126721787,-2.5110549674406926,,0,False
same_well_masked,1,tr000ec,fallback,,pf:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;beam:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;pf_beam_mean:candidate_unavailable:no_pf_or_beam_track,0.0,,0.9378688571161659,,0,False
same_well_masked,1,tr0005b,applied_beam,beam,all_rules_passed,1.8642455970223698e-05,0.04275141192962246,0.5581193663716948,1.2477224064118355,3,False
same_well_masked,1,tr00097,applied_beam,beam,all_rules_passed,4.730882924088167e-06,0.10102598485126216,0.13106190529967393,0.7867662827947235,2,False
same_well_masked,1,tr000c6,applied_beam,beam,all_rules_passed,1.2156221338971398e-05,0.28991719054040527,0.603669413500718,0.22853325389377865,3,False
same_well_masked,1,tr000b9,applied_beam,beam,all_rules_passed,1.3951941325068536e-05,0.2125305649233692,0.055002412011820635,0.10775513006310808,1,False
same_well_masked,1,tr0000a,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.009813512381993055,0.28662522691437875,0.037114460083212106,,0,False
same_well_masked,1,tr00094,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.06434799912134483,0.06369823778854614,0.5459758240174954,,0,False
same_well_masked,1,tr00062,applied_beam,beam,all_rules_passed,3.954372387794112e-06,0.17348399918044463,0.266690761847748,0.14804347273180823,2,False
same_well_masked,1,tr0002a,fallback,,pf:pseudo_holdout_not_improved;beam:pseudo_holdout_not_improved;pf_beam_mean:pseudo_holdout_not_improved,0.003629534858779437,0.26809990604013095,0.8170330235211485,,0,False
same_well_masked,1,tr00035,applied_beam,beam,all_rules_passed,1.1674914370789273e-05,0.32938773260189513,0.4113635870144921,0.4086569944000808,2,False
same_well_masked,1,tr00009,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.07259808876621379,0.2771307222921569,0.4993465757106784,,0,False
same_well_masked,1,tr0007a,applied_pf_beam_mean,pf_beam_mean,all_rules_passed,0.014665451379157915,0.2425497748901256,0.8063805071710769,1.0762526128621368,3,False
same_well_masked,1,tr000a7,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.06351584460168821,0.3715648208900178,0.22692149007715,,0,False
same_well_masked,1,tr0002b,fallback,,pf:pseudo_holdout_not_improved;beam:pseudo_holdout_not_improved;pf_beam_mean:pseudo_holdout_not_improved,0.0018681082106174,0.07700367544169943,-2.330700498632363,,0,False
same_well_masked,1,tr000dd,applied_beam,beam,all_rules_passed,1.573925446007852e-05,0.024306175483498754,0.7103592794932172,0.9514888232235773,3,False
same_well_masked,1,tr0007b,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.0034257099707636703,0.095008058816492,0.19696051160802705,,0,False
same_well_masked,1,tr00082,applied_beam,beam,all_rules_passed,1.4318828919238871e-05,0.1855903083476839,0.7840424772666532,0.8844401743038571,3,False
same_well_masked,1,tr000ce,fallback,,pf:pseudo_holdout_not_improved;beam:pseudo_holdout_not_improved;pf_beam_mean:pseudo_holdout_not_improved,0.10443053109053511,0.4761675781126831,0.7604855318810155,,0,False
same_well_masked,1,tr00030,applied_beam,beam,all_rules_passed,1.5967009724386113e-05,0.1694473910238726,0.7593694968910024,1.861727978959929,3,False
same_well_masked,1,tr00098,fallback,,pf:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;beam:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;pf_beam_mean:candidate_unavailable:no_pf_or_beam_track,0.0,,0.783748035309186,,0,False
same_well_masked,1,tr00089,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.005297935178920938,0.16437195327660067,0.2661119480493787,,0,False
same_well_masked,1,tr00088,applied_beam,beam,all_rules_passed,1.2779515841078702e-05,0.26610971343186063,0.057804416748738346,0.5442130211546159,2,False
same_well_masked,1,tr00013,applied_beam,beam,all_rules_passed,6.870945891959307e-06,0.13169366621305423,0.12590566162437253,0.34065232488115155,2,False
same_well_masked,1,tr00004,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.007267770565270174,0.16107288985873203,0.4598918181469966,,0,False
same_well_masked,1,tr00055,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.0025559919602554868,0.2043160181937558,0.5253220345471759,,0,False
same_well_masked,1,tr0009e,applied_beam,beam,all_rules_passed,1.4238979387765676e-05,0.16642207865106062,1.2419336438196211,0.020661529060633455,1,False
same_well_masked,1,tr000de,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.026299561836586573,0.138543527259244,0.2921049780635606,,0,False
same_well_masked,1,tr000e9,applied_beam,beam,all_rules_passed,8.130499764597892e-06,0.33864272367469633,1.373760676401033,0.6506253346036825,3,False
same_well_masked,1,tr000ba,applied_pf_beam_mean,pf_beam_mean,all_rules_passed,0.0026696048922805068,0.04733066216027633,1.3170578722858013,0.619700718535284,3,False
same_well_masked,1,tr0002d,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.08474166858374373,0.03952070145517619,0.27208266372856443,,0,False
same_well_masked,1,tr00033,applied_beam,beam,all_rules_passed,1.3330672417538697e-05,0.06368638095823648,0.8705697811453449,0.492699510860928,3,False
same_well_masked,1,tr000eb,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.005158301613562782,0.19426078740000577,0.6303424166757456,,0,False
same_well_masked,1,tr0000c,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.07284042247792716,0.16619249124612195,0.40660534100352713,,0,False
same_well_masked,1,tr0000e,applied_beam,beam,all_rules_passed,1.991586774237511e-05,0.3009805827278175,0.661353603125532,0.6882459186589253,3,False
same_well_masked,1,tr00073,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.0025513553648217006,0.05321685671406209,0.29689999480984186,,0,False
same_well_masked,1,tr0004d,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.004834797618358463,0.060776688514153486,0.888023235633061,,0,False
same_well_masked,1,tr00045,fallback,,pf:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;beam:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;pf_beam_mean:candidate_unavailable:no_pf_or_beam_track,0.0,,1.1823249493726233,,0,False
same_well_masked,1,tr00078,applied_beam,beam,all_rules_passed,1.2277047309152707e-05,0.33097053968615764,1.1261998176495276,3.1172890825754873,3,False
same_well_masked,1,tr000b8,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.01871706928993645,0.35647504483681286,0.5843044021300602,,0,False
same_well_masked,2,tr00075,applied_beam,beam,all_rules_passed,1.6985974604329715e-05,0.4184800864006995,1.1166458526107197,0.23975880016901954,3,False
same_well_masked,2,tr000c7,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.004532987352360738,0.030878036827981674,0.277961696934161,,0,False
same_well_masked,2,tr00047,applied_beam,beam,all_rules_passed,1.0684852450973164e-05,0.25986454061931225,0.4909879893067402,0.5589412522806945,3,False
same_well_masked,2,tr00006,applied_beam,beam,all_rules_passed,1.2239031104852263e-05,0.3628036946328778,0.13499225669968123,0.769259911072926,3,False
same_well_masked,2,tr00054,fallback,,pf:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;beam:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;pf_beam_mean:candidate_unavailable:no_pf_or_beam_track,0.0,,0.9343170986223872,,0,False
same_well_masked,2,tr000d7,fallback,,pf:pseudo_holdout_not_improved;beam:pseudo_holdout_not_improved;pf_beam_mean:pseudo_holdout_not_improved,0.0012921033222237878,0.10896171082041746,-5.9795791378608865,,0,False
same_well_masked,2,tr00044,fallback,,pf:pseudo_holdout_not_improved;beam:gbdt_expected_gain_below_margin;pf_beam_mean:gbdt_expected_gain_below_margin,0.08911172954030659,0.05706519011720073,-0.05421992985064359,,0,False
same_well_masked,2,tr00041,applied_beam,beam,all_rules_passed,2.2353532962087485e-06,0.15739784223497727,0.4237584485712565,1.3479549246160163,3,False
same_well_masked,2,tr0006a,applied_beam,beam,all_rules_passed,1.6772082088253222e-05,0.15459777127284224,1.3934194354822023,0.20698437209057993,3,False
same_well_masked,2,tr0000d,applied_beam,beam,all_rules_passed,9.862213906857293e-06,0.21156737762266475,0.3719693226358653,0.03130178232326059,2,False
same_well_masked,2,tr0004b,applied_beam,beam,all_rules_passed,1.1087313479818735e-05,0.3421652796760106,0.2681719024787372,0.2514641977243286,3,False
same_well_masked,2,tr0005e,fallback,,pf:gbdt_expected_gain_below_margin;beam:gbdt_expected_gain_below_margin;pf_beam_mean:gbdt_expected_gain_below_margin,0.0008895581895653406,0.06235111181896715,-0.4829501048721816,,0,False
same_well_masked,2,tr0003c,applied_pf_beam_mean,pf_beam_mean,all_rules_passed,0.0074725789175460675,0.1469872210253655,1.1783747978486467,0.8208264281321919,3,False
same_well_masked,2,tr000d1,applied_beam,beam,all_rules_passed,1.833679782730872e-05,0.16218440879378304,0.36582471660298704,0.6957011544320827,3,False
same_well_masked,2,tr000b7,fallback,,pf:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;beam:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;pf_beam_mean:candidate_unavailable:no_pf_or_beam_track,0.0,,0.7268395628054561,,0,False
same_well_masked,2,tr000b5,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.000385700264244479,0.089811401484527,0.16927364967230427,,0,False
same_well_masked,2,tr0005c,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.1245987982216024,0.06479365628676007,0.0014185012878328567,,0,False
same_well_masked,2,tr000d3,fallback,,pf:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;beam:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;pf_beam_mean:candidate_unavailable:no_pf_or_beam_track,0.0,,1.3876685379832931,,0,False
same_well_masked,2,tr0009d,applied_beam,beam,all_rules_passed,1.4563082489536961e-05,0.22908224999422017,0.6290887520087634,2.1511790894483083,3,False
same_well_masked,2,tr00066,applied_beam,beam,all_rules_passed,9.636676576939885e-06,0.05118735988601229,0.5146441905327248,0.6959430345011799,3,False
same_well_masked,2,tr00057,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.05850835656502526,0.17408001700134065,0.6054998108059602,,0,False
same_well_masked,2,tr0007c,applied_beam,beam,all_rules_passed,3.1396712922637485e-05,0.055950276999088853,0.36247410771389504,0.5307318988632905,3,False
same_well_masked,2,tr00084,fallback,,pf:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;beam:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;pf_beam_mean:candidate_unavailable:no_pf_or_beam_track,0.0,,-3.2406871978170084,,0,False
same_well_masked,2,tr0006e,applied_beam,beam,all_rules_passed,1.3217945673193613e-05,0.16197081076071052,0.5951480042243473,0.08120425627923081,1,False
same_well_masked,2,tr000a0,applied_beam,beam,all_rules_passed,1.1813499400619015e-05,0.14676091559527238,0.4800480138859172,1.586435310787626,3,False
same_well_masked,2,tr00001,applied_beam,beam,all_rules_passed,9.332174007296053e-06,0.2161918451054392,1.2320658100128776,0.4427268136556608,2,False
same_well_masked,2,tr000c2,applied_beam,beam,all_rules_passed,9.159556583963666e-06,0.09980595066435163,0.6016062373785961,0.26759990767085406,2,False
same_well_masked,2,tr000c4,applied_beam,beam,all_rules_passed,1.1971429864030054e-05,0.3145853254325426,0.9654703633182742,4.137140516621472,3,False
same_well_masked,2,tr000a5,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.10776042261508835,0.14498347119266253,0.6893629953345576,,0,False
same_well_masked,2,tr00022,applied_beam,beam,all_rules_passed,1.1852032558479275e-05,0.24511040331196493,0.5472191578507132,0.325700357737429,3,False
same_well_masked,2,tr00028,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.02958805233077478,0.08529996557110861,0.45649319896854407,,0,False
same_well_masked,2,tr000b3,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.02632745185143928,0.3430590080986917,0.7130939060257642,,0,False
same_well_masked,2,tr000cb,fallback,,pf:worst_tail_risk_increased;beam:worst_tail_risk_increased;pf_beam_mean:worst_tail_risk_increased,0.001767725588931734,0.07248954250651721,0.3394661350864043,,0,False
same_well_masked,2,tr00003,applied_beam,beam,all_rules_passed,1.006416465133356e-05,0.15035963124173132,1.4849195893012874,0.011735721043823255,2,False
same_well_masked,2,tr00042,applied_beam,beam,all_rules_passed,1.0563211318494091e-05,0.018913006077370363,0.6262049815443486,0.31636938716311647,3,False
same_well_masked,2,tr0009c,fallback,,pf:gbdt_expected_gain_below_margin;beam:gbdt_expected_gain_below_margin;pf_beam_mean:gbdt_expected_gain_below_margin,0.008522775173994978,0.0734416947053598,-0.11123899609197233,,0,False
same_well_masked,2,tr00018,applied_beam,beam,all_rules_passed,1.7197750558938149e-06,0.3246519487898933,0.4565991509986007,0.5710225041513879,3,False
same_well_masked,2,tr000af,applied_beam,beam,all_rules_passed,1.3529200841583088e-06,0.12210552478638817,0.6524073045253019,0.03446114963474038,1,False
same_well_masked,2,tr00056,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.004180625806550712,0.1296142148787546,0.6130658032682745,,0,False
same_well_masked,2,tr00065,fallback,,pf:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;beam:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;pf_beam_mean:candidate_unavailable:no_pf_or_beam_track,0.0,,1.5922390684835492,,0,False
same_well_masked,2,tr000a8,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.012408680932581207,0.11561519942713862,0.5838391393171855,,0,False
same_well_masked,2,tr00020,applied_beam,beam,all_rules_passed,9.294466115679746e-06,0.15243268950222008,0.7032501614392475,0.6254231614003304,3,False
same_well_masked,2,tr00049,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.01689762232639015,0.24479610865767118,0.5435402305249833,,0,False
same_well_masked,2,tr0001f,applied_beam,beam,all_rules_passed,1.0809276851209902e-05,0.055712065606825914,0.7611999215021501,0.40913014836407685,3,False
same_well_masked,2,tr0004c,fallback,,pf:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;beam:candidate_unavailable:partial_missing_or_invalid_horizontal_gr;pf_beam_mean:candidate_unavailable:no_pf_or_beam_track,0.0,,0.4517182217180359,,0,False
same_well_masked,2,tr00071,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.005405575460093273,0.02852462785288545,0.6204096440671337,,0,False
same_well_masked,2,tr0003b,applied_beam,beam,all_rules_passed,1.252561501562435e-05,0.1924934529731109,0.3481448998228222,0.6853128669073483,3,False
same_well_masked,2,tr00021,applied_beam,beam,all_rules_passed,8.6331400883334e-06,0.35430544952738263,1.116864450549711,0.5741860975261673,3,False
same_well_masked,3,tr000ed,applied_beam,beam,all_rules_passed,1.2428169264550232e-05,0.14073875482495965,0.4912666989723674,0.526033410343867,3,False
same_well_masked,3,tr00029,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.17225542531276336,0.13806428071017438,0.6678399818133014,,0,False
same_well_masked,3,tr0008a,applied_beam,beam,all_rules_passed,1.8085671572212067e-05,0.22582494603061878,0.2662996103379085,0.5489918163475581,3,False
same_well_masked,3,tr000cd,applied_beam,beam,all_rules_passed,1.2129409227985895e-05,0.2276218102678467,0.8003225896800701,1.0964504229424883,3,False
same_well_masked,3,tr000d8,fallback,,pf:pseudo_holdout_unavailable;beam:pseudo_holdout_unavailable;pf_beam_mean:pseudo_holdout_unavailable,0.01046631390366884,0.15094520404769315,1.0671793020959348,,0,False
same_well_masked,3,tr00019,applied_pf_beam_mean,pf_beam_mean,all_rules_passed,0.004317195895719069,0.06285173765311546,0.7194121139954356,0.7504072084605039,3,False
