validation,branch,protocol,fold,well_id,n_points,sse,rmse,max_abs_error,bias,prefix_len,suffix_len,gr_missing_frac,anchor_tvt,has_typewell,predict_seconds,target_min,target_max,target_range,scored_exact_suffix,trajectory_curvature_deg_per_1000ft,alignment_confidence_mean,alignment_confidence_p10,typewell_gr_correlation,alignment_ok,alignment_failure_reason,alignment_cache_hit,fallback_points,fallback_fraction,dip_fit_r2
SYNTHETIC — NOT A COMPETITION RESULT,ridge_spatial_only,same_well_masked,0,tr0000a,2614,4834.795419398261,1.3599917046247558,3.0253421482646488,0.5050092459273968,1799,2614,0.05464636402447702,46.51292439477711,True,0.015015013000265753,46.486988472018176,50.09729139734202,3.6103029253238432,True,667.9438138892924,0.9655097164124004,0.9447088453204131,0.965764031181691,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_align_spatial,same_well_masked,0,tr0000a,2614,5347.889070463917,1.4303371000447112,3.2131141029545134,0.5690348927088849,1799,2614,0.05464636402447702,46.51292439477711,True,0.01525713099999848,46.486988472018176,50.09729139734202,3.6103029253238432,True,667.9438138892924,0.9655097164124004,0.9447088453204131,0.965764031181691,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_no_align,same_well_masked,0,tr0001e,2414,2502.290914973622,1.0181230425715193,1.8180286841696827,-0.11876689701587961,2393,2414,0.0,45.93215848666513,True,0.009605532000023231,45.63115495506591,46.25080258213973,0.6196476270738174,True,685.479038428317,0.9856494826217393,0.9818142453608258,0.824561551256069,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_baseline,same_well_masked,0,tr0001e,2414,2498.5714276067906,1.0173660754138496,1.92995970235134,-0.1969182660713185,2393,2414,0.0,45.93215848666513,True,0.006317011000191997,45.63115495506591,46.25080258213973,0.6196476270738174,True,685.479038428317,0.9856494826217393,0.9818142453608258,0.824561551256069,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_spatial_only,same_well_masked,0,tr0001e,2414,5765.738602690043,1.5454638172385518,2.8463797082424307,1.0942275389463803,2393,2414,0.0,45.93215848666513,True,0.014594063000004098,45.63115495506591,46.25080258213973,0.6196476270738174,True,685.479038428317,0.9856494826217393,0.9818142453608258,0.824561551256069,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_align_spatial,same_well_masked,0,tr0001e,2414,4679.170729530932,1.3922454682569128,2.604341563836442,0.9023738293237644,2393,2414,0.0,45.93215848666513,True,0.014556910000010248,45.63115495506591,46.25080258213973,0.6196476270738174,True,685.479038428317,0.9856494826217393,0.9818142453608258,0.824561551256069,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_no_align,same_well_masked,0,tr00015,1906,1100.860212202296,0.7599843333153193,1.744357419602148,0.5264264007454403,999,1906,0.0,2.2199274429406985,True,0.008508428999903117,2.152428775222212,5.316389163142552,3.1639603879203397,True,654.8130588825057,0.990619724586787,0.9861464268533333,0.8433976668151539,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_baseline,same_well_masked,0,tr00015,1906,1998.8237369059548,1.0240609387880673,1.8347319048495576,0.934854377867317,999,1906,0.0,2.2199274429406985,True,0.006050814999980503,2.152428775222212,5.316389163142552,3.1639603879203397,True,654.8130588825057,0.990619724586787,0.9861464268533333,0.8433976668151539,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_spatial_only,same_well_masked,0,tr00015,1906,1669.4302195644918,0.9358854322345677,1.9305020261226025,0.7069135021722853,999,1906,0.0,2.2199274429406985,True,0.01288626599989584,2.152428775222212,5.316389163142552,3.1639603879203397,True,654.8130588825057,0.990619724586787,0.9861464268533333,0.8433976668151539,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_align_spatial,same_well_masked,0,tr00015,1906,2561.69286597143,1.1593166714883758,2.06964859508611,1.0392710770224889,999,1906,0.0,2.2199274429406985,True,0.013084400000025198,2.152428775222212,5.316389163142552,3.1639603879203397,True,654.8130588825057,0.990619724586787,0.9861464268533333,0.8433976668151539,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_no_align,same_well_masked,0,tr00019,1787,503.27469157349816,0.5306892244271164,1.4821612032852993,0.25192497290016835,1669,1787,0.25538813656303644,-0.3341904166513885,True,0.008433329000126832,-0.5933948735063597,-0.0774762421113921,0.5159186313949675,True,685.8955468451785,0.6248020428156349,0.0,0.3691581170299263,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_baseline,same_well_masked,0,tr00019,1787,1037.8430889777244,0.7620852790648021,1.8039875051019083,0.5856298094854642,1669,1787,0.25538813656303644,-0.3341904166513885,True,0.0060822979999102245,-0.5933948735063597,-0.0774762421113921,0.5159186313949675,True,685.8955468451785,0.6248020428156349,0.0,0.3691581170299263,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_spatial_only,same_well_masked,0,tr00019,1787,1325.3186590793898,0.8611878221791156,1.4836530573149096,-0.6678163005183628,1669,1787,0.25538813656303644,-0.3341904166513885,True,0.012620074000096793,-0.5933948735063597,-0.0774762421113921,0.5159186313949675,True,685.8955468451785,0.6248020428156349,0.0,0.3691581170299263,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_align_spatial,same_well_masked,0,tr00019,1787,732.0898137476711,0.6400588484362071,1.1289896512942412,-0.38104544379821237,1669,1787,0.25538813656303644,-0.3341904166513885,True,0.012680358000125125,-0.5933948735063597,-0.0774762421113921,0.5159186313949675,True,685.8955468451785,0.6248020428156349,0.0,0.3691581170299263,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_no_align,same_well_masked,0,tr0000d,3627,9410.839686641759,1.6107955080988494,2.4139269896869084,-1.5129329960218285,1130,3627,0.016579198473282444,9.650684355610668,True,0.009654259999933856,4.740347072019255,9.695881178327369,4.9555341063081135,True,650.3045235699203,0.9208518380780617,0.8391968666038813,0.6681199205598553,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_baseline,same_well_masked,0,tr0000d,3627,9971.020654810665,1.6580439190169873,2.522672911207204,-1.5538329574738452,1130,3627,0.016579198473282444,9.650684355610668,True,0.006577361000381643,4.740347072019255,9.695881178327369,4.9555341063081135,True,650.3045235699203,0.9208518380780617,0.8391968666038813,0.6681199205598553,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_spatial_only,same_well_masked,0,tr0000d,3627,17621.761492584727,2.204199409122591,3.528764788221199,-1.9966311066303082,1130,3627,0.016579198473282444,9.650684355610668,True,0.018068027000026632,4.740347072019255,9.695881178327369,4.9555341063081135,True,650.3045235699203,0.9208518380780617,0.8391968666038813,0.6681199205598553,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_align_spatial,same_well_masked,0,tr0000d,3627,18521.68471400547,2.2597815877589293,3.6290444127201003,-2.0509866412963036,1130,3627,0.016579198473282444,9.650684355610668,True,0.01836815900014699,4.740347072019255,9.695881178327369,4.9555341063081135,True,650.3045235699203,0.9208518380780617,0.8391968666038813,0.6681199205598553,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_no_align,same_well_masked,0,tr0000e,3160,41028.24307880167,3.6032792325143057,5.733863762625768,-3.357111276870599,2129,3160,0.11563498638892176,-2.058735915422279,True,0.009951036000074964,-2.0921695443886783,5.363021137989737,7.455190682378415,True,675.6076225226423,0.8347740866910224,0.15268068896361225,0.9182176336421021,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_baseline,same_well_masked,0,tr0000e,3160,54588.96074718458,4.156318993800039,6.0711481387674855,-4.034624059721659,2129,3160,0.11563498638892176,-2.058735915422279,True,0.0064660279999770864,-2.0921695443886783,5.363021137989737,7.455190682378415,True,675.6076225226423,0.8347740866910224,0.15268068896361225,0.9182176336421021,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_spatial_only,same_well_masked,0,tr0000e,3160,95572.40544539496,5.499493804248996,8.21578828404996,-5.196522825913737,2129,3160,0.11563498638892176,-2.058735915422279,True,0.01754192199996396,-2.0921695443886783,5.363021137989737,7.455190682378415,True,675.6076225226423,0.8347740866910224,0.15268068896361225,0.9182176336421021,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_align_spatial,same_well_masked,0,tr0000e,3160,107084.20241341223,5.821289017651433,8.35890097908086,-5.615887056423627,2129,3160,0.11563498638892176,-2.058735915422279,True,0.016774804999840853,-2.0921695443886783,5.363021137989737,7.455190682378415,True,675.6076225226423,0.8347740866910224,0.15268068896361225,0.9182176336421021,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_no_align,same_well_masked,1,tr0001b,1410,3594.3723043250006,1.5966215004920026,1.8965513904061595,1.5847830096236482,2025,1410,0.0,0.3691104140771433,True,0.008209326999804034,0.361494840155018,2.772832378476471,2.411337538321453,True,647.3862927637927,0.9825727176771186,0.9770522237278295,0.8929072126626836,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_baseline,same_well_masked,1,tr0001b,1410,4288.383120803817,1.7439628633245576,2.0432746753141786,1.7295065202213624,2025,1410,0.0,0.3691104140771433,True,0.006110069999976986,0.361494840155018,2.772832378476471,2.411337538321453,True,647.3862927637927,0.9825727176771186,0.9770522237278295,0.8929072126626836,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_spatial_only,same_well_masked,1,tr0001b,1410,3741.2096796642036,1.6289076702942393,1.865605042968813,1.6231680944249682,2025,1410,0.0,0.3691104140771433,True,0.011467461999927764,0.361494840155018,2.772832378476471,2.411337538321453,True,647.3862927637927,0.9825727176771186,0.9770522237278295,0.8929072126626836,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_align_spatial,same_well_masked,1,tr0001b,1410,4438.8163435463775,1.774287659189068,2.0145867300179376,1.765243449670788,2025,1410,0.0,0.3691104140771433,True,0.011425045000123646,0.361494840155018,2.772832378476471,2.411337538321453,True,647.3862927637927,0.9825727176771186,0.9770522237278295,0.8929072126626836,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_no_align,same_well_masked,1,tr00003,3207,13534.731462220667,2.054354282796813,3.2839376744583575,-1.0721869458391131,200,3207,0.14770629171992614,5.637644814722679,True,0.009048149999671296,5.633168779073736,13.53302969320935,7.899860914135615,True,707.149834689512,0.7378712970192246,0.0,0.13175408180347914,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_baseline,same_well_masked,1,tr00003,3207,11845.717511559422,1.921901854640616,2.9978703832267115,-0.9002962796474839,200,3207,0.14770629171992614,5.637644814722679,True,0.00634821700032262,5.633168779073736,13.53302969320935,7.899860914135615,True,707.149834689512,0.7378712970192246,0.0,0.13175408180347914,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_spatial_only,same_well_masked,1,tr00003,3207,11318.402031397436,1.878637893283561,3.076932313570497,-0.8662443198545058,200,3207,0.14770629171992614,5.637644814722679,True,0.016889892999643052,5.633168779073736,13.53302969320935,7.899860914135615,True,707.149834689512,0.7378712970192246,0.0,0.13175408180347914,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_align_spatial,same_well_masked,1,tr00003,3207,8275.601350216792,1.606387444107186,2.636941503759525,-0.4890101675197591,200,3207,0.14770629171992614,5.637644814722679,True,0.01682720300004803,5.633168779073736,13.53302969320935,7.899860914135615,True,707.149834689512,0.7378712970192246,0.0,0.13175408180347914,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_no_align,same_well_masked,1,tr00016,2615,3760.077609208224,1.1991197551027648,2.4295737081146846,-0.1125625339358584,200,2615,0.09346416098453351,30.61649486232071,True,0.008602148000136367,20.547940462259543,30.62265200074216,10.074711538482617,True,709.8402959239261,0.47896294009465656,0.0,-0.05168389602100076,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_baseline,same_well_masked,1,tr00016,2615,3668.554890469972,1.1844361778724695,2.550433365668681,-0.3776471981626737,200,2615,0.09346416098453351,30.61649486232071,True,0.006393206999746326,20.547940462259543,30.62265200074216,10.074711538482617,True,709.8402959239261,0.47896294009465656,0.0,-0.05168389602100076,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_spatial_only,same_well_masked,1,tr00016,2615,3197.918532630681,1.1058541480681328,2.4777018848407586,0.12339942846842016,200,2615,0.09346416098453351,30.61649486232071,True,0.015040288999898621,20.547940462259543,30.62265200074216,10.074711538482617,True,709.8402959239261,0.47896294009465656,0.0,-0.05168389602100076,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_align_spatial,same_well_masked,1,tr00016,2615,2623.192705521164,1.0015652578751282,2.307521348394822,-0.25655533922922197,200,2615,0.09346416098453351,30.61649486232071,True,0.015211994999845047,20.547940462259543,30.62265200074216,10.074711538482617,True,709.8402959239261,0.47896294009465656,0.0,-0.05168389602100076,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_no_align,same_well_masked,1,tr00025,3035,18234.85382563624,2.4511607595999054,4.138110455243792,0.8204675301770294,2859,3035,0.5019599059245157,1.3011894348898243,True,0.00952449099986552,1.2855912722203031,11.542390056932506,10.256798784712203,True,669.2128212339177,0.4496316301113195,0.0,0.9746927339719235,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_baseline,same_well_masked,1,tr00025,3035,19550.8939620882,2.5380721427249675,3.995021443445985,0.6050374648077045,2859,3035,0.5019599059245157,1.3011894348898243,True,0.00633349999998245,1.2855912722203031,11.542390056932506,10.256798784712203,True,669.2128212339177,0.4496316301113195,0.0,0.9746927339719235,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_spatial_only,same_well_masked,1,tr00025,3035,16410.819307644655,2.325336368833334,4.191352346207258,-0.07309860649606448,2859,3035,0.5019599059245157,1.3011894348898243,True,0.016716912999982014,1.2855912722203031,11.542390056932506,10.256798784712203,True,669.2128212339177,0.4496316301113195,0.0,0.9746927339719235,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_align_spatial,same_well_masked,1,tr00025,3035,18373.182642698688,2.4604403941863504,4.452281455027615,-0.12067187593341917,2859,3035,0.5019599059245157,1.3011894348898243,True,0.016800377999970806,1.2855912722203031,11.542390056932506,10.256798784712203,True,669.2128212339177,0.4496316301113195,0.0,0.9746927339719235,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_no_align,same_well_masked,1,tr00023,2003,144794.18413735466,8.502273759416198,10.701646396124172,8.424894371229298,3491,2003,0.5946378551420568,10.886251272372466,True,0.009198640999784402,5.472076434715277,10.920037292579869,5.447960857864592,True,692.7766036359541,0.1414530441093582,0.0,0.7775602515821667,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_baseline,same_well_masked,1,tr00023,2003,130473.62712577797,8.070880057684583,9.891913089997631,8.010028786497939,3491,2003,0.5946378551420568,10.886251272372466,True,0.0061454080000658,5.472076434715277,10.920037292579869,5.447960857864592,True,692.7766036359541,0.1414530441093582,0.0,0.7775602515821667,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_spatial_only,same_well_masked,1,tr00023,2003,87053.4180135623,6.592534924570641,8.797513187790774,6.493271275723852,3491,2003,0.5946378551420568,10.886251272372466,True,0.01343641200037382,5.472076434715277,10.920037292579869,5.447960857864592,True,692.7766036359541,0.1414530441093582,0.0,0.7775602515821667,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_align_spatial,same_well_masked,1,tr00023,2003,77571.97076696869,6.223173912335215,8.25465094064976,6.1348412515014,3491,2003,0.5946378551420568,10.886251272372466,True,0.013337755999600631,5.472076434715277,10.920037292579869,5.447960857864592,True,692.7766036359541,0.1414530441093582,0.0,0.7775602515821667,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_no_align,same_well_masked,1,tr00013,1983,6296.304636384287,1.7818925379593582,3.772226028927477,1.0319823384908813,3189,1983,0.0,5.203357036779881,True,0.008769477000441839,5.183416320129156,10.427833565277584,5.244417245148428,True,639.7744639473121,0.9830686434423295,0.9754918559848871,0.9890223206997523,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_baseline,same_well_masked,1,tr00013,1983,7693.447713275044,1.9696957424534265,3.9791650109058025,1.2271422667163872,3189,1983,0.0,5.203357036779881,True,0.006114865000199643,5.183416320129156,10.427833565277584,5.244417245148428,True,639.7744639473121,0.9830686434423295,0.9754918559848871,0.9890223206997523,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_spatial_only,same_well_masked,1,tr00013,1983,5161.457946310604,1.6133360547550748,3.1850537137195634,0.2887419660347624,3189,1983,0.0,5.203357036779881,True,0.013327266000032978,5.183416320129156,10.427833565277584,5.244417245148428,True,639.7744639473121,0.9830686434423295,0.9754918559848871,0.9890223206997523,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_align_spatial,same_well_masked,1,tr00013,1983,6160.740869853128,1.7626054715498396,3.4502182352748543,0.5657139670800119,3189,1983,0.0,5.203357036779881,True,0.013279213999794592,5.183416320129156,10.427833565277584,5.244417245148428,True,639.7744639473121,0.9830686434423295,0.9754918559848871,0.9890223206997523,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_no_align,same_well_masked,1,tr0000c,2969,18805.242167295284,2.516716905731668,4.657153772215679,2.0165370790771977,706,2969,0.636062612883805,31.924731785101677,True,0.008816564999960974,26.73548151392706,31.9783327039808,5.242851190053742,True,664.4163962149403,0.0816226955385984,0.0,0.043307070636289136,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_baseline,same_well_masked,1,tr0000c,2969,18217.81238132056,2.4770970023837946,4.73275370228578,1.9373507417751246,706,2969,0.636062612883805,31.924731785101677,True,0.006327082000098017,26.73548151392706,31.9783327039808,5.242851190053742,True,664.4163962149403,0.0816226955385984,0.0,0.043307070636289136,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_spatial_only,same_well_masked,1,tr0000c,2969,14616.915122578455,2.2188235348810155,4.260393031977799,1.6038993188155377,706,2969,0.636062612883805,31.924731785101677,True,0.016212096999879577,26.73548151392706,31.9783327039808,5.242851190053742,True,664.4163962149403,0.0816226955385984,0.0,0.043307070636289136,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_align_spatial,same_well_masked,1,tr0000c,2969,15153.846083712559,2.259208623646227,4.368921249044671,1.6038078889106901,706,2969,0.636062612883805,31.924731785101677,True,0.016288460999930976,26.73548151392706,31.9783327039808,5.242851190053742,True,664.4163962149403,0.0816226955385984,0.0,0.043307070636289136,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_no_align,same_well_masked,1,tr0001d,1291,222.15688844755363,0.41482676612383673,0.6679552922344625,0.4118444568266827,1462,1291,0.8026706231454006,3.0656189286021727,True,0.008016904000214709,-0.3112440276002033,3.074601988276905,3.3858460158771084,True,686.9752412085771,0.0,0.0,0.1923002376512186,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_baseline,same_well_masked,1,tr0001d,1291,274.00380845200993,0.46069678178799345,0.5931908320615618,0.45193580297479746,1462,1291,0.8026706231454006,3.0656189286021727,True,0.005913486000281409,-0.3112440276002033,3.074601988276905,3.3858460158771084,True,686.9752412085771,0.0,0.0,0.1923002376512186,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_spatial_only,same_well_masked,1,tr0001d,1291,373.7652212678155,0.5380669573166662,0.7374296696165334,0.5311909794056727,1462,1291,0.8026706231454006,3.0656189286021727,True,0.011069345000123576,-0.3112440276002033,3.074601988276905,3.3858460158771084,True,686.9752412085771,0.0,0.0,0.1923002376512186,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_align_spatial,same_well_masked,1,tr0001d,1291,422.06345724267857,0.5717757798327192,0.7676083210308291,0.5569983875389273,1462,1291,0.8026706231454006,3.0656189286021727,True,0.011212147000151163,-0.3112440276002033,3.074601988276905,3.3858460158771084,True,686.9752412085771,0.0,0.0,0.1923002376512186,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_no_align,same_well_masked,2,tr00004,2203,18581.187891018384,2.9042198461325497,5.240144307715804,2.4876804448083725,3762,2203,0.027056807051909892,16.98019587936748,True,0.00937032999991061,14.236961843544329,16.983307817464446,2.7463459739201177,True,650.0898355615599,0.3081207334105007,0.042296937656419044,0.23587829928405926,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_baseline,same_well_masked,2,tr00004,2203,25980.50377612635,3.4341284498066433,5.349229160492248,3.178410283522421,3762,2203,0.027056807051909892,16.98019587936748,True,0.006201133000104164,14.236961843544329,16.983307817464446,2.7463459739201177,True,650.0898355615599,0.3081207334105007,0.042296937656419044,0.23587829928405926,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_spatial_only,same_well_masked,2,tr00004,2203,25425.295701163777,3.3972363137656116,5.903039795455978,3.0254646221725228,3762,2203,0.027056807051909892,16.98019587936748,True,0.01383180499988157,14.236961843544329,16.983307817464446,2.7463459739201177,True,650.0898355615599,0.3081207334105007,0.042296937656419044,0.23587829928405926,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_align_spatial,same_well_masked,2,tr00004,2203,31431.553611651445,3.7772495266031854,5.727960698847761,3.5451891160344626,3762,2203,0.027056807051909892,16.98019587936748,True,0.013809226999910607,14.236961843544329,16.983307817464446,2.7463459739201177,True,650.0898355615599,0.3081207334105007,0.042296937656419044,0.23587829928405926,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_no_align,same_well_masked,2,tr00022,1811,1651.404745664016,0.9549212085021861,1.9119551577476983,0.7726558363826856,738,1811,0.0,33.60769354683529,True,0.008249035999597254,33.60969302371477,35.66521792791771,2.05552490420294,True,649.1646468624072,0.6926815942823881,0.6313717627396933,0.08707819079051975,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_baseline,same_well_masked,2,tr00022,1811,1213.4735675254014,0.8185702095921253,1.8059616640424139,0.5807747042510437,738,1811,0.0,33.60769354683529,True,0.0061112660000617325,33.60969302371477,35.66521792791771,2.05552490420294,True,649.1646468624072,0.6926815942823881,0.6313717627396933,0.08707819079051975,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_spatial_only,same_well_masked,2,tr00022,1811,1755.3223423677464,0.9845079222156808,1.9633250454419695,0.8176883331579271,738,1811,0.0,33.60769354683529,True,0.012647180999920238,33.60969302371477,35.66521792791771,2.05552490420294,True,649.1646468624072,0.6926815942823881,0.6313717627396933,0.08707819079051975,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_align_spatial,same_well_masked,2,tr00022,1811,1519.632010686779,0.9160306210315597,1.908874627274507,0.7247034088305155,738,1811,0.0,33.60769354683529,True,0.013005882000015845,33.60969302371477,35.66521792791771,2.05552490420294,True,649.1646468624072,0.6926815942823881,0.6313717627396933,0.08707819079051975,True,,,0,,
SYNTHETIC — NOT A COMPETITION RESULT,ridge_no_align,same_well_masked,2,tr00014,1513,308.0142534077673,0.4511967294906788,1.990788091441324,0.280529650853541,1641,1513,0.5943861152774802,12.72524254616535,True,0.008133681999879627,-5.564683822162383,12.71594544624044,18.280629268402823,True,692.521181470237,4.078478150823075e-05,0.0,0.5156251885219502,True,,,0,,
