protocol,fold,well_id,model,n_points,sse,rmse,predict_seconds,gr_missing_fraction,fallback_fraction,pf_confidence_mean,data_source,validation_scope,metric_definition,target_definition
same_well_masked,0,tr001ba,ridge_default,1904,4322.7945531488795,1.5067764567179065,0.013885736465454102,0.17709049255441012,0.25,0.0012781946596021343,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr001ba,ridge_gr_quality,1904,5742.8533521538375,1.7367223415610902,0.015555858612060547,0.17709049255441012,0.25,0.0012781946596021343,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr001ba,ridge_imputed_gr,1904,3181.552589004935,1.2926652709145714,0.014897823333740234,0.17709049255441012,0.25,0.0012781946596021343,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr001ba,gated_pf_beam,1904,4322.7945531488795,1.5067764567179065,0.014517068862915039,0.17709049255441012,0.25,0.0012781946596021343,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00111,ridge_default,3483,21191.048624132443,2.466604314232322,0.016007184982299805,0.7457627118644068,1.0,0.0,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00111,ridge_gr_quality,3483,22705.386279767692,2.553216898670935,0.01724100112915039,0.7457627118644068,1.0,0.0,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00111,ridge_imputed_gr,3483,21924.5708566647,2.5089315537477215,0.016974449157714844,0.7457627118644068,1.0,0.0,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00111,gated_pf_beam,3483,21191.048624132443,2.466604314232322,0.016423940658569336,0.7457627118644068,1.0,0.0,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr0007b,ridge_default,3726,86142.13320869804,4.808242755105908,0.016513347625732422,0.07798606104301853,0.19833601717659688,0.06988447342177034,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr0007b,ridge_gr_quality,3726,70339.29545739832,4.344877953135523,0.01778578758239746,0.07798606104301853,0.19833601717659688,0.06988447342177034,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr0007b,ridge_imputed_gr,3726,91195.58521500588,4.94726850944139,0.017781972885131836,0.07798606104301853,0.19833601717659688,0.06988447342177034,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr0007b,gated_pf_beam,3726,86142.13320869804,4.808242755105908,0.01666426658630371,0.07798606104301853,0.19833601717659688,0.06988447342177034,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00247,ridge_default,1406,282.97358890441564,0.4486217148478354,0.015344858169555664,0.0,0.0,0.004607031231259563,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00247,ridge_gr_quality,1406,1129.113450493186,0.8961405514623467,0.016245365142822266,0.0,0.0,0.004607031231259563,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00247,ridge_imputed_gr,1406,589.5735930734563,0.6475545381302631,0.015465736389160156,0.0,0.0,0.004607031231259563,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00247,gated_pf_beam,1406,282.97358890441564,0.4486217148478354,0.014172554016113281,0.0,0.0,0.004607031231259563,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr000d4,ridge_default,3132,5266.066871886422,1.2966784947463588,0.016314983367919922,0.13320397214929802,0.06513409961685823,0.10273405835415525,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr000d4,ridge_gr_quality,3132,2975.1206837450086,0.9746336842962168,0.017814159393310547,0.13320397214929802,0.06513409961685823,0.10273405835415525,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr000d4,ridge_imputed_gr,3132,5049.405049621175,1.2697237068375764,0.018288612365722656,0.13320397214929802,0.06513409961685823,0.10273405835415525,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr000d4,gated_pf_beam,3132,5266.066871886422,1.2966784947463588,0.01713728904724121,0.13320397214929802,0.06513409961685823,0.10273405835415525,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr001d0,ridge_default,4219,22711.659761839033,2.320169289632226,0.017258882522583008,0.5369353211523371,0.18084854230860392,0.02917015473687727,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr001d0,ridge_gr_quality,4219,22618.853392130717,2.315423997715976,0.01751852035522461,0.5369353211523371,0.18084854230860392,0.02917015473687727,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr001d0,ridge_imputed_gr,4219,39391.220591839425,3.0555891302471334,0.01706838607788086,0.5369353211523371,0.18084854230860392,0.02917015473687727,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr001d0,gated_pf_beam,4219,22711.659761839033,2.320169289632226,0.016350984573364258,0.5369353211523371,0.18084854230860392,0.02917015473687727,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00266,ridge_default,2394,1743.1214032090147,0.8532999981762814,0.014546871185302734,0.0,0.0,0.06756832335062632,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00266,ridge_gr_quality,2394,3544.181790887274,1.2167347786900324,0.016014575958251953,0.0,0.0,0.06756832335062632,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00266,ridge_imputed_gr,2394,2020.4046811764865,0.9186648718059603,0.01553201675415039,0.0,0.0,0.06756832335062632,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00266,gated_pf_beam,2394,1743.1214032090147,0.8532999981762814,0.014847993850708008,0.0,0.0,0.06756832335062632,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr002a6,ridge_default,2243,2983.159551130092,1.1532503739151336,0.014231443405151367,0.09356038363671948,0.0,0.008139713914628935,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr002a6,ridge_gr_quality,2243,2319.4364139159916,1.0168961398360943,0.015918970108032227,0.09356038363671948,0.0,0.008139713914628935,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr002a6,ridge_imputed_gr,2243,1935.5612949632869,0.9289424893100291,0.015673160552978516,0.09356038363671948,0.0,0.008139713914628935,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr002a6,gated_pf_beam,2243,2983.159551130092,1.1532503739151336,0.014792442321777344,0.09356038363671948,0.0,0.008139713914628935,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00115,ridge_default,2285,11612.699207991336,2.254361123138701,0.014493227005004883,0.0,0.0,0.006688837296479178,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00115,ridge_gr_quality,2285,8796.699599245801,1.9620803052873275,0.016459226608276367,0.0,0.0,0.006688837296479178,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00115,ridge_imputed_gr,2285,11593.4395663157,2.252490920361021,0.015580177307128906,0.0,0.0,0.006688837296479178,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00115,gated_pf_beam,2285,11612.699207991336,2.254361123138701,0.015007972717285156,0.0,0.0,0.006688837296479178,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr0021f,ridge_default,1155,946.5027341115021,0.9052529407169165,0.013953208923339844,0.0,0.0,0.007580037386073534,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr0021f,ridge_gr_quality,1155,85.85129199478038,0.27263551298245026,0.015340805053710938,0.0,0.0,0.007580037386073534,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr0021f,ridge_imputed_gr,1155,685.7104782580948,0.7705119893710832,0.015136241912841797,0.0,0.0,0.007580037386073534,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr0021f,gated_pf_beam,1155,946.5027341115021,0.9052529407169165,0.014026880264282227,0.0,0.0,0.007580037386073534,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00181,ridge_default,2487,5723.986542010845,1.5170902224549117,0.01562976837158203,0.0,0.0,0.1085025237414357,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00181,ridge_gr_quality,2487,5905.43402354296,1.5409481234737326,0.016936540603637695,0.0,0.0,0.1085025237414357,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00181,ridge_imputed_gr,2487,6393.276864029652,1.6033334876530003,0.01730799674987793,0.0,0.0,0.1085025237414357,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00181,gated_pf_beam,2487,5723.986542010845,1.5170902224549117,0.01798534393310547,0.0,0.0,0.1085025237414357,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00204,ridge_default,2281,2293.542957703877,1.002745673362234,0.017001628875732422,0.041856348002023314,0.050416483998246386,0.03990641422675063,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00204,ridge_gr_quality,2281,2240.3169378621515,0.991042064867461,0.018593311309814453,0.041856348002023314,0.050416483998246386,0.03990641422675063,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00204,ridge_imputed_gr,2281,1726.9955062236627,0.870127633339269,0.01889801025390625,0.041856348002023314,0.050416483998246386,0.03990641422675063,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00204,gated_pf_beam,2281,2293.542957703877,1.002745673362234,0.017217159271240234,0.041856348002023314,0.050416483998246386,0.03990641422675063,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00155,ridge_default,4065,84336.8756106732,4.5548961427253545,0.017338275909423828,0.0,0.0,0.015370141318893487,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00155,ridge_gr_quality,4065,68244.06572903405,4.097341583444427,0.019138574600219727,0.0,0.0,0.015370141318893487,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00155,ridge_imputed_gr,4065,93638.43771586423,4.799508936439531,0.018708467483520508,0.0,0.0,0.015370141318893487,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,0,tr00155,gated_pf_beam,4065,84336.8756106732,4.5548961427253545,0.017206192016601562,0.0,0.0,0.015370141318893487,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr00122,ridge_default,2240,2648.281400855387,1.087321701487065,0.0173189640045166,0.0,0.0,0.002819112733337061,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr00122,ridge_gr_quality,2240,2808.5439018843817,1.1197384703191502,0.017388105392456055,0.0,0.0,0.002819112733337061,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr00122,ridge_imputed_gr,2240,2837.065385185703,1.125409724037385,0.017059803009033203,0.0,0.0,0.002819112733337061,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr00122,gated_pf_beam,2240,2648.281400855387,1.087321701487065,0.015873432159423828,0.0,0.0,0.002819112733337061,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr002b4,ridge_default,1257,391.813572908102,0.5583057483120973,0.015065670013427734,0.13809618838555182,0.22832140015910898,0.0014177111237642065,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr002b4,ridge_gr_quality,1257,2398.758122525902,1.3814195259022781,0.016414642333984375,0.13809618838555182,0.22832140015910898,0.0014177111237642065,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr002b4,ridge_imputed_gr,1257,594.1152964148406,0.6874921256017351,0.0161898136138916,0.13809618838555182,0.22832140015910898,0.0014177111237642065,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr002b4,gated_pf_beam,1257,391.813572908102,0.5583057483120973,0.01510930061340332,0.13809618838555182,0.22832140015910898,0.0014177111237642065,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr00040,ridge_default,2907,5511.71122860369,1.3769580583778553,0.01616215705871582,0.017849672291172736,0.059511523907808735,0.005558696071319012,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr00040,ridge_gr_quality,2907,2707.6837932978606,0.965109202840941,0.017561912536621094,0.017849672291172736,0.059511523907808735,0.005558696071319012,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr00040,ridge_imputed_gr,2907,5592.1910028647635,1.3869745186552476,0.017485380172729492,0.017849672291172736,0.059511523907808735,0.005558696071319012,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr00040,gated_pf_beam,2907,5511.71122860369,1.3769580583778553,0.01625537872314453,0.017849672291172736,0.059511523907808735,0.005558696071319012,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr00226,ridge_default,1643,1171.112187444095,0.8442682719730225,0.014319658279418945,0.023057980747705376,0.09007912355447352,0.005915852045532755,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr00226,ridge_gr_quality,1643,519.4030609308162,0.5622551869670415,0.01536703109741211,0.023057980747705376,0.09007912355447352,0.005915852045532755,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr00226,ridge_imputed_gr,1643,1094.2279521045589,0.8160844836299248,0.015041828155517578,0.023057980747705376,0.09007912355447352,0.005915852045532755,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr00226,gated_pf_beam,1643,1171.112187444095,0.8442682719730225,0.014228582382202148,0.023057980747705376,0.09007912355447352,0.005915852045532755,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr000cf,ridge_default,3159,16831.21545616902,2.308250438627257,0.017379283905029297,0.5743084331952066,1.0,0.0,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr000cf,ridge_gr_quality,3159,5719.844022130033,1.3456040326807543,0.01819300651550293,0.5743084331952066,1.0,0.0,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr000cf,ridge_imputed_gr,3159,6056.228509185903,1.3846063330172353,0.017891883850097656,0.5743084331952066,1.0,0.0,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr000cf,gated_pf_beam,3159,16831.21545616902,2.308250438627257,0.017442703247070312,0.5743084331952066,1.0,0.0,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr0026e,ridge_default,3105,31341.182274451836,3.1770707436710386,0.01533818244934082,0.05448574414091656,0.0,0.018703606636418943,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr0026e,ridge_gr_quality,3105,39122.852021358776,3.5496411567681703,0.016667604446411133,0.05448574414091656,0.0,0.018703606636418943,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr0026e,ridge_imputed_gr,3105,33185.115190979086,3.2691952744775543,0.016166210174560547,0.05448574414091656,0.0,0.018703606636418943,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr0026e,gated_pf_beam,3105,31341.182274451836,3.1770707436710386,0.01576709747314453,0.05448574414091656,0.0,0.018703606636418943,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr00214,ridge_default,3418,469.3205759696424,0.37055166438308573,0.01618504524230957,0.07154213036565982,0.10473961380924517,0.015883456232671875,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr00214,ridge_gr_quality,3418,14137.278400672494,2.0337467693369113,0.019701480865478516,0.07154213036565982,0.10473961380924517,0.015883456232671875,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr00214,ridge_imputed_gr,3418,589.9954611753797,0.41546869525805713,0.018285751342773438,0.07154213036565982,0.10473961380924517,0.015883456232671875,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr00214,gated_pf_beam,3418,469.3205759696424,0.37055166438308573,0.0169985294342041,0.07154213036565982,0.10473961380924517,0.015883456232671875,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr001f4,ridge_default,1765,621.3995976931512,0.5933529815654958,0.014147758483886719,0.29193586982531705,0.1943342776203966,0.006604231736547688,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr001f4,ridge_gr_quality,1765,606.8780929582402,0.586378955366283,0.015866756439208984,0.29193586982531705,0.1943342776203966,0.006604231736547688,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr001f4,ridge_imputed_gr,1765,512.9481375127737,0.5390938454742369,0.015234947204589844,0.29193586982531705,0.1943342776203966,0.006604231736547688,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr001f4,gated_pf_beam,1765,621.3995976931512,0.5933529815654958,0.014619827270507812,0.29193586982531705,0.1943342776203966,0.006604231736547688,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr00005,ridge_default,1572,2362.5170520178513,1.2259173882278722,0.014918804168701172,0.0,0.0,0.002965939937090322,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr00005,ridge_gr_quality,1572,10749.633464003029,2.614993159927007,0.016076326370239258,0.0,0.0,0.002965939937090322,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr00005,ridge_imputed_gr,1572,2613.5185612674413,1.2893966085102802,0.01580190658569336,0.0,0.0,0.002965939937090322,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr00005,gated_pf_beam,1572,2362.5170520178513,1.2259173882278722,0.014938592910766602,0.0,0.0,0.002965939937090322,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
same_well_masked,1,tr00222,ridge_default,2486,23438.85605964668,3.070560394164272,0.015167951583862305,0.12127659574468086,0.0,0.08489893912493615,synthetic,SYNTHETIC,Absolute hidden-suffix TVT RMSE,TVT hidden suffix
