well_id,valid_gr_fraction,missing_fraction,longest_contiguous_missing_gap,prefix_gr_quality,hidden_region_gr_quality,number_of_valid_gr_segments,signal_variance,signal_stability
tr00041,1.0,0.0,0,0.892267787957511,0.3674101354568055,1,103.37761460007933,5.706104923269357
tr00042,0.9279487877962408,0.07205121220375921,529,0.6491826661344425,0.9507418251905535,2,121.775301258357,5.401720496061226
tr00043,1.0,0.0,0,0.8547063013357875,0.6194435955107477,1,90.65928151879676,5.670360674991179
tr00044,0.8821777966822628,0.11782220331773718,555,0.9784331855400658,0.9304912294555854,3,380.1906724111199,5.3375347588513415
tr00045,0.9744314967756533,0.025568503224346673,226,0.7724014764660005,0.8799967303697334,2,171.6545255732405,5.700565828419123
tr00046,0.2591070939468639,0.7408929060531362,2705,0.6239296987262971,0.20673694613582935,2,573.0887296705516,2.766971169235721
tr00047,0.9147494707127735,0.08525052928722654,439,0.9705062907762326,0.8433965890729139,3,257.5369564687441,5.369207356537346
tr00048,0.9046716316858497,0.09532836831415026,398,0.2922336708272745,0.32102338971202254,3,18.107977735348438,5.3525620473404185
tr00049,0.9624616956077631,0.03753830439223693,149,0.9816876506457866,0.9579710524406695,3,399.0257159836088,5.48746271591675
tr0004a,0.8441419802508674,0.1558580197491326,584,0.6758530637754876,0.25548699602812147,2,43.1535949501235,5.147707270897246
tr0004b,0.9014148103552077,0.09858518964479235,655,0.9389984431386856,0.34442908018433127,2,125.91690910607691,5.3497173774448985
tr0004c,0.27638495754144765,0.7236150424585523,3579,0.3691426050469495,0.2688589214413526,2,293.2410856589426,2.9632102607270014
tr0004d,0.8953171310017783,0.10468286899822166,569,0.703755324543576,0.7429702760348692,3,122.48111826178798,5.338792453392492
tr0004e,0.8392631388838722,0.16073686111612784,513,0.9855154865751359,0.9075862131520073,3,541.7495050992596,5.149990248146064
tr0004f,1.0,0.0,0,0.36996645341430134,0.3654716374622188,1,20.019118108043568,5.553520572596395
tr00050,0.460742444152431,0.539257555847569,3283,-0.03591108850296127,0.23253735933510153,2,16.388817056818596,3.8248457240532012
tr00051,0.924848721452274,0.07515127854772596,302,0.8291368907129487,0.8291687587596674,3,127.05632000296038,5.534449497803987
tr00052,1.0,0.0,0,0.9737066273525826,0.9281846289125825,1,719.9688601089582,5.579463000702511
tr00053,0.8740495223240398,0.12595047767596024,646,0.2163186657167922,0.2102283874453509,2,16.985542025029066,5.280862152096436
tr00054,0.8727272727272727,0.12727272727272732,541,0.9777079415406394,0.5920989142373104,3,342.68445595932525,5.2640933472857565
tr00055,0.8136781430129304,0.1863218569870696,687,0.9804831537803582,0.8470083992052596,3,467.2228938308527,5.094622453024953
tr00056,0.960546642899584,0.039453357100415976,332,0.983352423952858,0.9011814399522403,2,433.8779373035399,5.492923682427582
tr00057,0.9705813953488373,0.02941860465116275,253,0.7277506191628359,0.7509977493165373,2,41.485767705555375,5.564208686267177
tr00058,1.0,0.0,0,0.5606429467813183,0.3770022262395795,1,45.04228093537226,5.58856780125901
tr00059,0.3627254509018036,0.6372745490981964,3053,0.2961936840899259,0.15622002428584314,3,68.42235480116004,3.430410492185787
tr0005a,0.27907530981887513,0.7209246901811248,6050,0.46251174802032097,0.3919010038426509,2,21.50735817858386,3.0150396172109164
tr0005b,1.0,0.0,0,0.6139395555412549,0.14959204136691812,1,31.125852189982137,5.692087677569951
tr0005c,1.0,0.0,0,0.9809787452722658,0.9436390811127384,1,629.4579161460604,5.638065852493297
tr0005d,1.0,0.0,0,0.7937421513596481,0.8797416972164901,1,93.95532114182346,5.5659761569730035
tr0005e,0.35278946653997556,0.6472105334600244,4669,0.7798384583910201,-0.044606918577274654,3,53.93498965960062,3.374743461578845
tr0005f,1.0,0.0,0,0.9521157463712298,0.5632359849888582,1,139.7449865388068,5.655715405711901
tr00060,0.8525854879065888,0.14741451209341117,707,0.58708925471648,0.54873516441922,2,45.30743569502028,5.240552506085253
tr00061,1.0,0.0,0,0.9898835500866503,0.7523369589466611,1,727.9853818710706,5.603399026650704
tr00062,0.9216182048040455,0.07838179519595445,372,0.945461829869625,0.6417437362106374,2,366.33564728623867,5.406617294633697
tr00063,0.9135135135135135,0.08648648648648649,400,0.37770296135149045,0.5157119583126368,2,27.08262463553399,5.491552134713308
tr00064,1.0,0.0,0,0.9824866725607874,0.9656465338456413,1,493.4470045548816,5.597485030907692
tr00065,0.3744934445768772,0.6255065554231227,5248,0.4663181346946191,0.955850273931468,2,195.553267846314,3.4841580466934015
tr00066,0.8870523415977961,0.11294765840220389,390,0.874989432042951,0.9890451461832737,3,361.5738243488882,5.443270275818085
tr00067,0.8880413385826772,0.1119586614173228,455,0.8226927674896423,0.7797678162845789,2,69.07769191561002,5.207651913438621
tr00068,0.9446143391097519,0.0553856608902481,489,0.9409530826739062,0.3057306167572128,2,177.0217032103567,5.543146262374214
tr00069,0.898774550948464,0.10122544905153597,400,0.9859359783170492,0.6050574523263427,3,513.809669628945,5.302529877373865
tr0006a,0.26199856733524357,0.7380014326647564,3536,0.5411492165537616,-0.08928296765123081,3,143.2935617800625,2.979030712118527
tr0006b,0.3615597600369174,0.6384402399630826,2767,0.4089129640858442,0.23254656284113845,2,23.955340311365664,3.471740338173276
tr0006c,0.9136546184738956,0.08634538152610438,559,0.3487165163906466,0.4632095305541842,2,19.29317879634073,5.363510710798146
tr0006d,0.7259384023099134,0.27406159769008664,678,-0.0440295160803213,0.0958413094238106,3,18.278060592297205,4.817474021857936
tr0006e,0.9723600283486888,0.027639971651311157,234,0.23767577630981937,0.5147221283078585,2,28.427182101761968,5.507023050154921
tr0006f,0.8824561403508772,0.11754385964912284,698,0.9201128645613564,0.4779877973526289,3,141.25944380836944,5.303210615196701
tr00070,1.0,0.0,0,0.4506455616360115,0.24636777281831493,1,30.669368893766727,5.9235688148402375
tr00071,0.46663591635916357,0.5333640836408364,3469,-0.10609016094839818,0.24589701429714242,2,23.375130648366824,3.796498987873273
tr00072,1.0,0.0,0,0.8140311546529927,0.35224860452041906,1,46.36943694805201,5.621150267933718
tr00073,0.3403693931398417,0.6596306068601583,4000,0.10959618442950383,0.6301069596449574,2,59.82955679895602,3.2625029817650226
tr00074,0.7907894736842105,0.2092105263157895,603,0.4888266506249781,0.15778295649695867,3,28.39319114384056,4.933521269255941
tr00075,0.9290638203246608,0.07093617967533916,518,0.9662642361528253,0.8379019067052859,3,218.0526612869406,5.44925999996447
tr00076,0.9090327737809752,0.09096722621902475,569,0.4431032413948545,0.36889482869055756,2,28.820403698310212,5.41112006808748
tr00077,0.9423937360178971,0.05760626398210289,309,0.13105953807889031,0.11806162441347676,2,16.607886736691295,5.470170919785872
tr00078,1.0,0.0,0,0.96674824098622,0.985096551398779,1,578.7375596132597,5.613342289002422
tr00079,0.8832778394376618,0.1167221605623382,631,0.9646174120278964,0.3358892485745666,2,315.36916437990396,5.304449899948273
tr0007a,0.23167616427588916,0.7683238357241109,3910,0.7282028613956836,-0.2054399531215687,2,79.94161631633494,2.766390148398063
tr0007b,0.9220139389569815,0.07798606104301853,385,0.9280907275997837,0.6919748384071034,3,172.59762081208692,5.376038026038431
tr0007c,0.9698842922808686,0.030115707719131413,190,0.4732370364007571,0.5104644058957556,2,21.661128764375192,5.499040795051545
tr0007d,0.8645079365079366,0.13549206349206344,673,0.8556460796696054,0.8956403540554285,3,313.7528762412073,5.243836781155413
tr0007e,0.8604992657856094,0.13950073421439058,665,0.3301250614568913,0.36047338229998804,2,19.600735322262594,5.148372104839275
tr0007f,0.923587279798673,0.07641272020132694,492,-0.06007388409908519,0.13823629628170353,3,16.582137118853566,5.367819753086615
tr00080,0.805094130675526,0.19490586932447396,578,0.9677011726858489,0.25292886736755504,3,279.09718765855047,4.981213850948662
tr00081,1.0,0.0,0,0.9876362179389906,0.9757123718361874,1,930.0454735957577,5.614593745545458
tr00082,1.0,0.0,0,0.9570494310230321,0.9805584042935812,1,494.5086348169091,5.711780345451802
tr00083,1.0,0.0,0,0.9530256651571483,0.9394137468954964,1,166.1195169024531,5.667634154254552
tr00084,1.0,0.0,0,0.9720825400638955,0.642147055166574,1,317.6025799034339,5.68306719263697
tr00085,0.8835341365461847,0.11646586345381527,388,0.09660348418174522,0.43631066497225307,3,22.154273755598737,5.282728133938435
tr00086,0.9828597722305303,0.017140227769469663,149,0.6251297732824161,0.009052341149445592,2,25.251676583111454,5.586581629747267
tr00087,1.0,0.0,0,0.9619431227735459,0.589664820194499,1,287.93118826603046,5.758344789790292
tr00088,0.9470815752461322,0.052918424753867765,301,0.43388556897538477,0.32105519204969496,2,19.92849583097644,5.523670718984953
tr00089,1.0,0.0,0,0.8187235828677948,0.6092180977297771,1,52.86722966472339,5.587980620302861
tr0008a,1.0,0.0,0,0.7698466099408191,0.33403562415761184,1,48.5623125716237,5.587175374702577
tr0008b,0.940960809102402,0.059039190897598015,467,0.9787633335778018,0.8908775035251872,2,496.03115598048186,5.454532424900542
tr0008c,0.18381026037638568,0.8161897396236143,3166,0.24661839911306946,0.04325077218222022,2,26.63701851564045,2.364684268348311
tr0008d,1.0,0.0,0,0.918072593669336,0.8997003174819915,1,487.8103618394838,5.656799089811786
tr0008e,0.8707340324118208,0.1292659675881792,678,-0.19428378113609615,0.3444413066326142,2,20.76681500894993,5.327435064484999
tr0008f,0.9078365469662126,0.09216345303378737,521,0.9146061075712976,0.9059271186827463,2,407.87521579763916,5.3980963455563815
tr00090,0.9443405051449953,0.055659494855004654,238,0.8463473693143909,0.4474513666372682,2,42.435037062370014,5.4843092114423095
tr00091,0.9838768335555825,0.01612316644441747,133,0.9690283056892082,0.8709702381110237,2,202.13043371624173,5.60325660064978
tr00092,1.0,0.0,0,0.5365914265895911,0.8924797735837721,1,85.88810642009607,5.7008687624103125
tr00093,0.23232162720483077,0.7676783727951693,4831,0.13438183146405486,-0.016874105604273357,2,17.58176496048035,2.7029886218406842
tr00094,1.0,0.0,0,0.328532517159745,0.9385612108062517,1,79.05136708161538,5.7028374759666765
tr00095,0.31138676844783714,0.6886132315521629,4330,0.13787654511440453,-0.0685873495914148,2,17.359553715854165,3.131702956876738
tr00096,0.9215686274509803,0.07843137254901966,318,0.18556407792605406,0.2748688541634712,3,18.310838563535096,5.451998595425411
tr00097,0.4348370927318296,0.5651629072681704,2255,0.5781430782823652,-0.016880169686283097,2,24.862881789331578,3.7194216914020357
tr00098,1.0,0.0,0,0.6907580664111416,0.3105983380067383,1,28.27887982306617,5.613751279316184
tr00099,1.0,0.0,0,0.6069608166303028,0.786844670359488,1,168.03290689825545,5.593798186060543
tr0009a,0.9257738471257106,0.07422615287428935,470,0.8787413637394037,0.9743906632777982,2,252.92237270148428,5.386839231762589
tr0009b,0.2638608305274972,0.7361391694725028,6559,-0.06306692287569232,0.1563198891066116,2,169.37379532807273,2.903915857714165
tr0009c,0.9461310203149966,0.05386897968500337,338,0.9734951632700981,0.8825805049041636,3,441.91227236762546,5.58202935704908
tr0009d,0.9487891408298628,0.051210859170137235,332,0.6982207513031545,0.13428414451951626,2,32.30543516672127,5.614948908686808
tr0009e,0.205348233885452,0.794651766114548,3982,0.12902998105665456,0.2688649567171948,2,23.206591766124028,2.511669940268928
tr0009f,0.9152125829442124,0.08478741705578763,345,0.7632729285055873,0.7177827620163199,2,56.06324043913166,5.43869779879321
tr000a0,0.9226781217597393,0.07732187824026071,522,0.31283481650487394,0.8689165136018324,2,47.018511282760095,5.502987385189814
tr000a1,0.9747987861195408,0.02520121388045915,191,0.7553006018729388,0.7876399132827991,2,132.78326721613058,5.5547213218285645
tr000a2,0.2658153530016146,0.7341846469983855,4677,0.09385301815521137,-0.003632992233117319,3,454.6353987870046,2.8649238995702113
tr000a3,0.7985775971551943,0.20142240284480573,458,0.14732605645978036,0.44965967865032946,3,19.697672714722945,5.018388833645211
tr000a4,1.0,0.0,0,0.8976538796395908,0.9739027381454282,1,535.673817269084,5.8653751122810265
tr000a5,0.8645881805490926,0.1354118194509074,582,0.06419008694836974,0.5429782502785749,2,31.41722237119436,5.12712910200776
tr000a6,0.9568041571938941,0.04319584280610589,266,0.5459791443964298,0.8854216224348987,2,187.42105285720143,5.611441978158009
tr000a7,0.2568306010928962,0.7431693989071038,3808,0.8622657662786016,-0.28570555195208475,2,281.2392041826085,2.915258598240299
tr000a8,0.8887210473313192,0.11127895266868082,663,0.5485157743962366,0.4670317499570717,2,32.522385032688184,5.407573290517554
tr000a9,0.9813459268004723,0.01865407319952772,158,0.9158836716257142,0.948037387656688,2,159.85293840965386,5.664202619733418
tr000aa,0.8598353156450137,0.1401646843549863,573,0.7983910306303954,0.8931019495804602,3,69.9469562419661,5.336386664598744
tr000ab,1.0,0.0,0,0.9807691989827081,0.05537227017903431,1,519.641035820591,5.658050066628836
tr000ac,0.9622273452739848,0.03777265472601521,213,0.9634474923346219,0.49306626435554074,2,391.357327863704,5.50497257703391
tr000ad,0.8811711904253046,0.11882880957469544,319,0.2276576991526388,0.9678404248253343,3,131.5034419190776,5.415245496335837
tr000ae,0.9091196459617512,0.09088035403824879,383,0.9056950017411897,0.9661462020841998,3,339.6777272305585,5.356815227648212
tr000af,1.0,0.0,0,0.790669361049822,0.5912859882541004,1,39.257036709214056,5.622454153123406
tr000b0,0.2887232059645853,0.7112767940354148,3816,0.21959633327522515,0.5482534806022995,2,31.938504144604746,3.051027514661831
tr000b1,0.8978669558929863,0.10213304410701374,565,0.06257569214751786,0.517337607068601,2,26.234540750779466,5.369403297054274
tr000b2,1.0,0.0,0,0.44325064075794923,0.5364043398107211,1,22.174702504107273,5.697186971885978
tr000b3,0.2853380158033363,0.7146619841966637,4884,0.5311446900871215,-0.00152687068475573,2,23.60403785014963,3.0432863846997473
tr000b4,0.25622775800711745,0.7437722419928825,5852,0.5942502675731433,0.743992115096181,2,59.551225260504644,2.906807018431342
tr000b5,1.0,0.0,0,0.4438953535238557,0.5040000224136532,1,40.24438284663913,5.689110658461002
tr000b6,1.0,0.0,0,0.18225755614390154,0.7822206142572252,1,47.939502310333935,5.651855045612254
tr000b7,0.8823654995730145,0.11763450042698553,551,0.9815772089378249,0.7322104783530885,2,377.39725003632583,5.266241752763772
tr000b8,0.8665318503538928,0.1334681496461072,515,0.2730114029404445,0.7040560847056117,3,42.21473307881575,5.257189514016896
tr000b9,1.0,0.0,0,0.6848080252187885,0.9585277105860925,1,500.8451541339483,5.61456150800355
tr000ba,1.0,0.0,0,0.37504732657213175,0.5318580133891131,1,23.49196362315727,5.575455471056454
tr000bb,1.0,0.0,0,0.8576593575917251,0.1623173195317994,1,79.3251509896232,5.707885552745981
tr000bc,0.9486171761280932,0.051382823871906846,353,0.9746819344535254,0.3568621139540153,2,358.6368789923536,5.552548617971873
tr000bd,0.8511904761904762,0.14880952380952384,675,0.6082586256556262,0.4517083094080288,2,38.492182076534164,5.208087956589565
tr000be,0.8462664714494875,0.15373352855051248,581,0.5829686263828987,0.19459730497261865,3,30.06334562682565,5.279845274757451
tr000bf,0.8170493404982901,0.18295065950170986,382,0.4069485106373669,0.762901325816329,3,30.51046038414219,5.100435420264192
tr000c0,0.9192215898659812,0.08077841013401876,440,0.8545371945939785,0.7777073205693275,2,233.09140415158208,5.34738730473352
tr000c1,1.0,0.0,0,0.9685037160140528,0.9356587397201411,1,305.5911998925556,5.58651807887314
tr000c2,0.939940748720711,0.060059251279289017,223,0.9831767000477174,0.9490421253691129,2,1231.1130893400793,5.565190986050932
tr000c3,0.9099661258691388,0.09003387413086117,322,0.9311975462666484,0.6843148212707032,3,349.1559912736682,5.388503504464963
tr000c4,0.8418316831683168,0.1581683168316832,639,0.3064390266366097,0.444127308231174,2,21.15437367677156,5.144458471317545
tr000c5,1.0,0.0,0,0.8371051003586107,0.4330745531322371,1,49.02731443828037,5.659811900058292
tr000c6,0.9384264538198404,0.061573546180159644,216,0.15284070260940064,0.05613108725760152,2,18.913293509319143,5.491932477928224
tr000c7,0.9104234527687296,0.0895765472312704,330,0.5504504634741637,0.9592728461604386,2,218.58123935433125,5.389326531434775
tr000c8,1.0,0.0,0,0.683076312098982,0.9776946986671182,1,235.22101557766004,5.601380024082873
tr000c9,0.9752039151712888,0.024796084828711207,152,0.7922094752579596,0.598609615851521,2,40.196267374626714,5.502076711391558
tr000ca,1.0,0.0,0,0.6545704097634205,0.504337117109264,1,60.14703266444041,5.601637985954657
tr000cb,0.8435653737477524,0.15643462625224758,427,0.562377000053435,0.6767755889797099,3,49.60680322495896,5.283414559800894
tr000cc,0.33679217313963833,0.6632078268603616,4474,0.3246603288944807,0.551093336485104,2,689.0771707380171,3.3267231905624723
tr000cd,0.2721646294290577,0.7278353705709423,4704,0.9364230863955324,0.6003247346859347,2,391.5993090201828,2.889447012729028
tr000ce,0.9414552550878171,0.05854474491218287,420,0.9649277359504526,0.7123158548408945,2,368.4952572592618,5.479340448131686
tr000cf,0.42569156680479336,0.5743084331952066,5128,-0.054167530906853015,0.9767523732767308,2,285.03633936263157,3.710393254031585
tr000d0,0.9003496503496503,0.09965034965034969,627,0.9178305866308063,0.6878327180849018,2,482.2619876489613,5.3361680110697955
tr000d1,0.981069677272209,0.01893032272779105,166,0.9091643899506363,0.9674593279836489,2,149.20025961105992,5.699142910653009
tr000d2,0.37487465979086093,0.625125340209139,4364,0.5495276830046684,0.8888281903619158,2,1101.4080080768167,3.541212236014903
tr000d3,0.39310910582444625,0.6068908941755538,3699,0.18306926971548496,0.8028301543076296,2,55.37929054238776,3.658418401630924
tr000d4,0.866796027850702,0.13320397214929802,681,0.91955984870549,0.8373004355318048,3,648.6908082949233,5.290515509611718
tr000d5,0.8383317059562003,0.16166829404379968,675,0.9205477323025828,-0.055088071443607486,3,156.45913947640946,5.194901030792117
tr000d6,0.9156550528141258,0.08434494718587415,535,0.9884005301491946,0.9758355712272249,2,680.7355608635086,5.526641205197647
tr000d7,0.39160410602114293,0.6083958939788571,3971,0.17966827064841098,0.9198134854673286,2,827.6329025740721,3.472051212768238
tr000d8,1.0,0.0,0,0.9721194358113574,0.9905010805401991,1,598.971141274296,5.680069079611654
tr000d9,0.9389043912468791,0.06109560875312092,416,-0.0338525792442332,0.3937913070887902,2,19.309057622566062,5.513998394666505
tr000da,1.0,0.0,0,0.7522820684211933,0.669806639917557,1,36.989695326405126,5.67931179390526
tr000db,1.0,0.0,0,0.9734043708032294,0.8681292122912743,1,449.8518512624789,5.624692951468566
tr000dc,0.3100709902538804,0.6899290097461196,5734,0.13419876697356126,0.6508493574251618,2,43.515808842461844,3.08447656261151
tr000dd,0.8480547670729671,0.15194523292703288,629,0.8062691008398275,0.4367130557911531,3,49.738251536944205,5.163164927165214
tr000de,0.944695599758891,0.05530440024110905,367,0.23450905956915707,0.2809561241453004,2,18.080600001857583,5.416083721478971
tr000df,0.9822368421052632,0.017763157894736814,108,0.907913634427344,0.9187856646698445,2,310.0167315677146,5.596161912784032
tr000e0,0.20405138339920947,0.7959486166007905,3222,0.5629595622186053,0.08889943194153402,2,91.2935053118732,2.6385126324753156
tr000e1,0.9555078244860387,0.04449217551396134,290,0.3752640320183776,0.20317842994445867,2,18.236205468528617,5.524858828809698
tr000e2,1.0,0.0,0,0.6932983355850222,0.5817635154785904,1,33.594364762147165,5.699452168707601
tr000e3,1.0,0.0,0,0.6592793673308849,0.6517585535773781,1,54.43998731065646,5.637850214434005
tr000e4,0.7947489459563051,0.20525105404369492,603,0.9133956478264729,0.6941492474005971,3,69.81368817780141,5.023071311199686
tr000e5,1.0,0.0,0,0.8900705977314105,0.5415373624063234,1,60.24811851599659,5.617205294317491
tr000e6,0.8522544780728845,0.14774552192711554,689,0.39345915752408606,0.2885040913129287,3,19.182157666844958,5.274038289986722
tr000e7,1.0,0.0,0,0.9153791826236691,0.21541558168474612,1,128.18815097546764,5.717840350140263
tr000e8,1.0,0.0,0,0.2330395091355203,0.4577517991679659,1,21.533337947552088,5.739174830548725
tr000e9,0.9482001755926251,0.05179982440737485,354,0.9556927191100243,0.7201941182854323,2,361.50462215536163,5.527925598903841
